track,camera,dist,position,convention,range_err,lat_err
KITTI,KITTI 0000,50.0,right edge,F,-12.673750773391646,9.818230502043463
KITTI,KITTI 0000,50.0,right edge,G,-0.18465837490180093,0.14464365926114198
KITTI,KITTI 0001,10.0,axis,S,-1.5032723542045368,0.24568132819144578
KITTI,KITTI 0001,10.0,axis,T,-0.422772923567587,-0.004363239939475849
KITTI,KITTI 0001,10.0,axis,F,-0.4091856408153145,-0.002586736596485839
KITTI,KITTI 0001,10.0,axis,G,-0.023298868767431813,-0.0027040282378245073
KITTI,KITTI 0001,10.0,left edge,S,-1.3495263415503462,0.03755786228023883
KITTI,KITTI 0001,10.0,left edge,T,-0.2690269109133965,-0.21248670585068297
KITTI,KITTI 0001,10.0,left edge,F,-0.26213763359569064,-0.21061494951156057
KITTI,KITTI 0001,10.0,left edge,G,-0.02315944054249819,-0.025711861301646266
KITTI,KITTI 0001,10.0,right edge,S,-1.6518829399117827,0.6762966547689029
KITTI,KITTI 0001,10.0,right edge,T,-0.571383509274833,0.4262520866379811
KITTI,KITTI 0001,10.0,right edge,F,-0.5513206184892798,0.4279365313022776
KITTI,KITTI 0001,10.0,right edge,G,-0.02340438132251066,0.019070366297262886
KITTI,KITTI 0001,25.0,axis,S,-3.7424769574105703,0.23232015701119896
KITTI,KITTI 0001,25.0,axis,T,-2.6619775267736188,-0.01772441111972267
KITTI,KITTI 0001,25.0,axis,F,-2.6488349064169334,-0.0027460530521284388
KITTI,KITTI 0001,25.0,axis,G,-0.06082801571264085,-0.0030801661559484717
KITTI,KITTI 0001,25.0,left edge,S,-2.7823225198536754,-1.0947272467256575
KITTI,KITTI 0001,25.0,left edge,T,-1.7018230892167239,-1.3447718148565784
KITTI,KITTI 0001,25.0,left edge,F,-1.705894272899208,-1.3289639116380698
KITTI,KITTI 0001,25.0,left edge,G,-0.060463621705309833,-0.054981183688273205
KITTI,KITTI 0001,25.0,right edge,S,-4.62443632859171,2.9597637224336495
KITTI,KITTI 0001,25.0,right edge,T,-3.543936897954758,2.7097191543027286
KITTI,KITTI 0001,25.0,right edge,F,-3.514981921602132,2.7239355297031373
KITTI,KITTI 0001,25.0,right edge,G,-0.061159736934357056,0.04882946683970957
KITTI,KITTI 0001,50.0,axis,S,-10.94062280840803,0.2140911998525341
KITTI,KITTI 0001,50.0,axis,T,-9.860123377771082,-0.03595336827838752
KITTI,KITTI 0001,50.0,axis,F,-9.84760149036488,-0.0025578633854222432
KITTI,KITTI 0001,50.0,axis,G,-0.15486581741873096,-0.0031924038531086496
KITTI,KITTI 0001,50.0,left edge,S,-7.1212401789512825,-4.4892541710456655
KITTI,KITTI 0001,50.0,left edge,T,-6.0407407483143345,-4.73929873917659
KITTI,KITTI 0001,50.0,left edge,F,-6.0613458446296775,-4.702347704262458
KITTI,KITTI 0001,50.0,left edge,G,-0.18249181379606227,-0.14960559771551374
KITTI,KITTI 0001,50.0,right edge,S,-13.794908726998756,10.037565202043595
KITTI,KITTI 0001,50.0,right edge,T,-12.714409296361808,9.787520633912674
KITTI,KITTI 0001,50.0,right edge,F,-12.673750773391646,9.818230502043463
KITTI,KITTI 0001,50.0,right edge,G,-0.18465837490180093,0.14464365926114198
KITTI,KITTI 0002,10.0,axis,S,-1.5032723542045368,0.24568132819144578
KITTI,KITTI 0002,10.0,axis,T,-0.422772923567587,-0.004363239939475849
KITTI,KITTI 0002,10.0,axis,F,-0.4091856408153145,-0.002586736596485839
KITTI,KITTI 0002,10.0,axis,G,-0.023298868767431813,-0.0027040282378245073
KITTI,KITTI 0002,10.0,left edge,S,-1.3495263415503462,0.03755786228023883
KITTI,KITTI 0002,10.0,left edge,T,-0.2690269109133965,-0.21248670585068297
KITTI,KITTI 0002,10.0,left edge,F,-0.26213763359569064,-0.21061494951156057
KITTI,KITTI 0002,10.0,left edge,G,-0.02315944054249819,-0.025711861301646266
KITTI,KITTI 0002,10.0,right edge,S,-1.6518829399117827,0.6762966547689029
KITTI,KITTI 0002,10.0,right edge,T,-0.571383509274833,0.4262520866379811
KITTI,KITTI 0002,10.0,right edge,F,-0.5513206184892798,0.4279365313022776
KITTI,KITTI 0002,10.0,right edge,G,-0.02340438132251066,0.019070366297262886
KITTI,KITTI 0002,25.0,axis,S,-3.7424769574105703,0.23232015701119896
KITTI,KITTI 0002,25.0,axis,T,-2.6619775267736188,-0.01772441111972267
KITTI,KITTI 0002,25.0,axis,F,-2.6488349064169334,-0.0027460530521284388
KITTI,KITTI 0002,25.0,axis,G,-0.06082801571264085,-0.0030801661559484717
KITTI,KITTI 0002,25.0,left edge,S,-2.7823225198536754,-1.0947272467256575
KITTI,KITTI 0002,25.0,left edge,T,-1.7018230892167239,-1.3447718148565784
KITTI,KITTI 0002,25.0,left edge,F,-1.705894272899208,-1.3289639116380698
KITTI,KITTI 0002,25.0,left edge,G,-0.060463621705309833,-0.054981183688273205
KITTI,KITTI 0002,25.0,right edge,S,-4.62443632859171,2.9597637224336495
KITTI,KITTI 0002,25.0,right edge,T,-3.543936897954758,2.7097191543027286
KITTI,KITTI 0002,25.0,right edge,F,-3.514981921602132,2.7239355297031373
KITTI,KITTI 0002,25.0,right edge,G,-0.061159736934357056,0.04882946683970957
KITTI,KITTI 0002,50.0,axis,S,-10.94062280840803,0.2140911998525341
KITTI,KITTI 0002,50.0,axis,T,-9.860123377771082,-0.03595336827838752
KITTI,KITTI 0002,50.0,axis,F,-9.84760149036488,-0.0025578633854222432
KITTI,KITTI 0002,50.0,axis,G,-0.15486581741873096,-0.0031924038531086496
KITTI,KITTI 0002,50.0,left edge,S,-7.1212401789512825,-4.4892541710456655
KITTI,KITTI 0002,50.0,left edge,T,-6.0407407483143345,-4.73929873917659
KITTI,KITTI 0002,50.0,left edge,F,-6.0613458446296775,-4.702347704262458
KITTI,KITTI 0002,50.0,left edge,G,-0.18249181379606227,-0.14960559771551374
KITTI,KITTI 0002,50.0,right edge,S,-13.794908726998756,10.037565202043595
KITTI,KITTI 0002,50.0,right edge,T,-12.714409296361808,9.787520633912674
KITTI,KITTI 0002,50.0,right edge,F,-12.673750773391646,9.818230502043463
KITTI,KITTI 0002,50.0,right edge,G,-0.18465837490180093,0.14464365926114198
KITTI,KITTI 0003,10.0,axis,S,-1.5032723542045368,0.24568132819144578
KITTI,KITTI 0003,10.0,axis,T,-0.422772923567587,-0.004363239939475849
KITTI,KITTI 0003,10.0,axis,F,-0.4091856408153145,-0.002586736596485839
KITTI,KITTI 0003,10.0,axis,G,-0.023298868767431813,-0.0027040282378245073
KITTI,KITTI 0003,10.0,left edge,S,-1.3495263415503462,0.03755786228023883
KITTI,KITTI 0003,10.0,left edge,T,-0.2690269109133965,-0.21248670585068297
KITTI,KITTI 0003,10.0,left edge,F,-0.26213763359569064,-0.21061494951156057
KITTI,KITTI 0003,10.0,left edge,G,-0.02315944054249819,-0.025711861301646266
KITTI,KITTI 0003,10.0,right edge,S,-1.6518829399117827,0.6762966547689029
KITTI,KITTI 0003,10.0,right edge,T,-0.571383509274833,0.4262520866379811
KITTI,KITTI 0003,10.0,right edge,F,-0.5513206184892798,0.4279365313022776
KITTI,KITTI 0003,10.0,right edge,G,-0.02340438132251066,0.019070366297262886
KITTI,KITTI 0003,25.0,axis,S,-3.7424769574105703,0.23232015701119896
KITTI,KITTI 0003,25.0,axis,T,-2.6619775267736188,-0.01772441111972267
KITTI,KITTI 0003,25.0,axis,F,-2.6488349064169334,-0.0027460530521284388
KITTI,KITTI 0003,25.0,axis,G,-0.06082801571264085,-0.0030801661559484717
KITTI,KITTI 0003,25.0,left edge,S,-2.7823225198536754,-1.0947272467256575
KITTI,KITTI 0003,25.0,left edge,T,-1.7018230892167239,-1.3447718148565784
KITTI,KITTI 0003,25.0,left edge,F,-1.705894272899208,-1.3289639116380698
KITTI,KITTI 0003,25.0,left edge,G,-0.060463621705309833,-0.054981183688273205
KITTI,KITTI 0003,25.0,right edge,S,-4.62443632859171,2.9597637224336495
KITTI,KITTI 0003,25.0,right edge,T,-3.543936897954758,2.7097191543027286
KITTI,KITTI 0003,25.0,right edge,F,-3.514981921602132,2.7239355297031373
KITTI,KITTI 0003,25.0,right edge,G,-0.061159736934357056,0.04882946683970957
KITTI,KITTI 0003,50.0,axis,S,-10.94062280840803,0.2140911998525341
KITTI,KITTI 0003,50.0,axis,T,-9.860123377771082,-0.03595336827838752
KITTI,KITTI 0003,50.0,axis,F,-9.84760149036488,-0.0025578633854222432
KITTI,KITTI 0003,50.0,axis,G,-0.15486581741873096,-0.0031924038531086496
KITTI,KITTI 0003,50.0,left edge,S,-7.1212401789512825,-4.4892541710456655
KITTI,KITTI 0003,50.0,left edge,T,-6.0407407483143345,-4.73929873917659
KITTI,KITTI 0003,50.0,left edge,F,-6.0613458446296775,-4.702347704262458
KITTI,KITTI 0003,50.0,left edge,G,-0.18249181379606227,-0.14960559771551374
KITTI,KITTI 0003,50.0,right edge,S,-13.794908726998756,10.037565202043595
KITTI,KITTI 0003,50.0,right edge,T,-12.714409296361808,9.787520633912674
KITTI,KITTI 0003,50.0,right edge,F,-12.673750773391646,9.818230502043463
KITTI,KITTI 0003,50.0,right edge,G,-0.18465837490180093,0.14464365926114198
KITTI,KITTI 0004,10.0,axis,S,-1.5032723542045368,0.24568132819144578
KITTI,KITTI 0004,10.0,axis,T,-0.422772923567587,-0.004363239939475849
KITTI,KITTI 0004,10.0,axis,F,-0.4091856408153145,-0.002586736596485839
KITTI,KITTI 0004,10.0,axis,G,-0.023298868767431813,-0.0027040282378245073
KITTI,KITTI 0004,10.0,left edge,S,-1.3495263415503462,0.03755786228023883
KITTI,KITTI 0004,10.0,left edge,T,-0.2690269109133965,-0.21248670585068297
KITTI,KITTI 0004,10.0,left edge,F,-0.26213763359569064,-0.21061494951156057
KITTI,KITTI 0004,10.0,left edge,G,-0.02315944054249819,-0.025711861301646266
KITTI,KITTI 0004,10.0,right edge,S,-1.6518829399117827,0.6762966547689029
KITTI,KITTI 0004,10.0,right edge,T,-0.571383509274833,0.4262520866379811
KITTI,KITTI 0004,10.0,right edge,F,-0.5513206184892798,0.4279365313022776
KITTI,KITTI 0004,10.0,right edge,G,-0.02340438132251066,0.019070366297262886
KITTI,KITTI 0004,25.0,axis,S,-3.7424769574105703,0.23232015701119896
KITTI,KITTI 0004,25.0,axis,T,-2.6619775267736188,-0.01772441111972267
KITTI,KITTI 0004,25.0,axis,F,-2.6488349064169334,-0.0027460530521284388
KITTI,KITTI 0004,25.0,axis,G,-0.06082801571264085,-0.0030801661559484717
KITTI,KITTI 0004,25.0,left edge,S,-2.7823225198536754,-1.0947272467256575
KITTI,KITTI 0004,25.0,left edge,T,-1.7018230892167239,-1.3447718148565784
KITTI,KITTI 0004,25.0,left edge,F,-1.705894272899208,-1.3289639116380698
KITTI,KITTI 0004,25.0,left edge,G,-0.060463621705309833,-0.054981183688273205
KITTI,KITTI 0004,25.0,right edge,S,-4.62443632859171,2.9597637224336495
KITTI,KITTI 0004,25.0,right edge,T,-3.543936897954758,2.7097191543027286
KITTI,KITTI 0004,25.0,right edge,F,-3.514981921602132,2.7239355297031373
KITTI,KITTI 0004,25.0,right edge,G,-0.061159736934357056,0.04882946683970957
KITTI,KITTI 0004,50.0,axis,S,-10.94062280840803,0.2140911998525341
KITTI,KITTI 0004,50.0,axis,T,-9.860123377771082,-0.03595336827838752
KITTI,KITTI 0004,50.0,axis,F,-9.84760149036488,-0.0025578633854222432
KITTI,KITTI 0004,50.0,axis,G,-0.15486581741873096,-0.0031924038531086496
KITTI,KITTI 0004,50.0,left edge,S,-7.1212401789512825,-4.4892541710456655
KITTI,KITTI 0004,50.0,left edge,T,-6.0407407483143345,-4.73929873917659
KITTI,KITTI 0004,50.0,left edge,F,-6.0613458446296775,-4.702347704262458
KITTI,KITTI 0004,50.0,left edge,G,-0.18249181379606227,-0.14960559771551374
KITTI,KITTI 0004,50.0,right edge,S,-13.794908726998756,10.037565202043595
KITTI,KITTI 0004,50.0,right edge,T,-12.714409296361808,9.787520633912674
KITTI,KITTI 0004,50.0,right edge,F,-12.673750773391646,9.818230502043463
KITTI,KITTI 0004,50.0,right edge,G,-0.18465837490180093,0.14464365926114198
KITTI,KITTI 0005,10.0,axis,S,-1.5032723542045368,0.24568132819144578
KITTI,KITTI 0005,10.0,axis,T,-0.422772923567587,-0.004363239939475849
KITTI,KITTI 0005,10.0,axis,F,-0.4091856408153145,-0.002586736596485839
KITTI,KITTI 0005,10.0,axis,G,-0.023298868767431813,-0.0027040282378245073
KITTI,KITTI 0005,10.0,left edge,S,-1.3495263415503462,0.03755786228023883
KITTI,KITTI 0005,10.0,left edge,T,-0.2690269109133965,-0.21248670585068297
KITTI,KITTI 0005,10.0,left edge,F,-0.26213763359569064,-0.21061494951156057
KITTI,KITTI 0005,10.0,left edge,G,-0.02315944054249819,-0.025711861301646266
KITTI,KITTI 0005,10.0,right edge,S,-1.6518829399117827,0.6762966547689029
KITTI,KITTI 0005,10.0,right edge,T,-0.571383509274833,0.4262520866379811
KITTI,KITTI 0005,10.0,right edge,F,-0.5513206184892798,0.4279365313022776
KITTI,KITTI 0005,10.0,right edge,G,-0.02340438132251066,0.019070366297262886
KITTI,KITTI 0005,25.0,axis,S,-3.7424769574105703,0.23232015701119896
KITTI,KITTI 0005,25.0,axis,T,-2.6619775267736188,-0.01772441111972267
KITTI,KITTI 0005,25.0,axis,F,-2.6488349064169334,-0.0027460530521284388
KITTI,KITTI 0005,25.0,axis,G,-0.06082801571264085,-0.0030801661559484717
KITTI,KITTI 0005,25.0,left edge,S,-2.7823225198536754,-1.0947272467256575
KITTI,KITTI 0005,25.0,left edge,T,-1.7018230892167239,-1.3447718148565784
KITTI,KITTI 0005,25.0,left edge,F,-1.705894272899208,-1.3289639116380698
KITTI,KITTI 0005,25.0,left edge,G,-0.060463621705309833,-0.054981183688273205
KITTI,KITTI 0005,25.0,right edge,S,-4.62443632859171,2.9597637224336495
KITTI,KITTI 0005,25.0,right edge,T,-3.543936897954758,2.7097191543027286
KITTI,KITTI 0005,25.0,right edge,F,-3.514981921602132,2.7239355297031373
KITTI,KITTI 0005,25.0,right edge,G,-0.061159736934357056,0.04882946683970957
KITTI,KITTI 0005,50.0,axis,S,-10.94062280840803,0.2140911998525341
KITTI,KITTI 0005,50.0,axis,T,-9.860123377771082,-0.03595336827838752
KITTI,KITTI 0005,50.0,axis,F,-9.84760149036488,-0.0025578633854222432
KITTI,KITTI 0005,50.0,axis,G,-0.15486581741873096,-0.0031924038531086496
KITTI,KITTI 0005,50.0,left edge,S,-7.1212401789512825,-4.4892541710456655
KITTI,KITTI 0005,50.0,left edge,T,-6.0407407483143345,-4.73929873917659
KITTI,KITTI 0005,50.0,left edge,F,-6.0613458446296775,-4.702347704262458
KITTI,KITTI 0005,50.0,left edge,G,-0.18249181379606227,-0.14960559771551374
KITTI,KITTI 0005,50.0,right edge,S,-13.794908726998756,10.037565202043595
KITTI,KITTI 0005,50.0,right edge,T,-12.714409296361808,9.787520633912674
KITTI,KITTI 0005,50.0,right edge,F,-12.673750773391646,9.818230502043463
KITTI,KITTI 0005,50.0,right edge,G,-0.18465837490180093,0.14464365926114198
KITTI,KITTI 0006,10.0,axis,S,-1.5032723542045368,0.24568132819144578
KITTI,KITTI 0006,10.0,axis,T,-0.422772923567587,-0.004363239939475849
KITTI,KITTI 0006,10.0,axis,F,-0.4091856408153145,-0.002586736596485839
KITTI,KITTI 0006,10.0,axis,G,-0.023298868767431813,-0.0027040282378245073
KITTI,KITTI 0006,10.0,left edge,S,-1.3495263415503462,0.03755786228023883
KITTI,KITTI 0006,10.0,left edge,T,-0.2690269109133965,-0.21248670585068297
KITTI,KITTI 0006,10.0,left edge,F,-0.26213763359569064,-0.21061494951156057
KITTI,KITTI 0006,10.0,left edge,G,-0.02315944054249819,-0.025711861301646266
KITTI,KITTI 0006,10.0,right edge,S,-1.6518829399117827,0.6762966547689029
KITTI,KITTI 0006,10.0,right edge,T,-0.571383509274833,0.4262520866379811
KITTI,KITTI 0006,10.0,right edge,F,-0.5513206184892798,0.4279365313022776
KITTI,KITTI 0006,10.0,right edge,G,-0.02340438132251066,0.019070366297262886
KITTI,KITTI 0006,25.0,axis,S,-3.7424769574105703,0.23232015701119896
KITTI,KITTI 0006,25.0,axis,T,-2.6619775267736188,-0.01772441111972267
KITTI,KITTI 0006,25.0,axis,F,-2.6488349064169334,-0.0027460530521284388
KITTI,KITTI 0006,25.0,axis,G,-0.06082801571264085,-0.0030801661559484717
KITTI,KITTI 0006,25.0,left edge,S,-2.7823225198536754,-1.0947272467256575
KITTI,KITTI 0006,25.0,left edge,T,-1.7018230892167239,-1.3447718148565784
KITTI,KITTI 0006,25.0,left edge,F,-1.705894272899208,-1.3289639116380698
KITTI,KITTI 0006,25.0,left edge,G,-0.060463621705309833,-0.054981183688273205
KITTI,KITTI 0006,25.0,right edge,S,-4.62443632859171,2.9597637224336495
KITTI,KITTI 0006,25.0,right edge,T,-3.543936897954758,2.7097191543027286
KITTI,KITTI 0006,25.0,right edge,F,-3.514981921602132,2.7239355297031373
KITTI,KITTI 0006,25.0,right edge,G,-0.061159736934357056,0.04882946683970957
KITTI,KITTI 0006,50.0,axis,S,-10.94062280840803,0.2140911998525341
KITTI,KITTI 0006,50.0,axis,T,-9.860123377771082,-0.03595336827838752
KITTI,KITTI 0006,50.0,axis,F,-9.84760149036488,-0.0025578633854222432
KITTI,KITTI 0006,50.0,axis,G,-0.15486581741873096,-0.0031924038531086496
KITTI,KITTI 0006,50.0,left edge,S,-7.1212401789512825,-4.4892541710456655
KITTI,KITTI 0006,50.0,left edge,T,-6.0407407483143345,-4.73929873917659
KITTI,KITTI 0006,50.0,left edge,F,-6.0613458446296775,-4.702347704262458
KITTI,KITTI 0006,50.0,left edge,G,-0.18249181379606227,-0.14960559771551374
KITTI,KITTI 0006,50.0,right edge,S,-13.794908726998756,10.037565202043595
KITTI,KITTI 0006,50.0,right edge,T,-12.714409296361808,9.787520633912674
KITTI,KITTI 0006,50.0,right edge,F,-12.673750773391646,9.818230502043463
KITTI,KITTI 0006,50.0,right edge,G,-0.18465837490180093,0.14464365926114198
KITTI,KITTI 0007,10.0,axis,S,-1.5032723542045368,0.24568132819144578
KITTI,KITTI 0007,10.0,axis,T,-0.422772923567587,-0.004363239939475849
KITTI,KITTI 0007,10.0,axis,F,-0.4091856408153145,-0.002586736596485839
KITTI,KITTI 0007,10.0,axis,G,-0.023298868767431813,-0.0027040282378245073
KITTI,KITTI 0007,10.0,left edge,S,-1.3495263415503462,0.03755786228023883
KITTI,KITTI 0007,10.0,left edge,T,-0.2690269109133965,-0.21248670585068297
KITTI,KITTI 0007,10.0,left edge,F,-0.26213763359569064,-0.21061494951156057
KITTI,KITTI 0007,10.0,left edge,G,-0.02315944054249819,-0.025711861301646266
KITTI,KITTI 0007,10.0,right edge,S,-1.6518829399117827,0.6762966547689029
KITTI,KITTI 0007,10.0,right edge,T,-0.571383509274833,0.4262520866379811
KITTI,KITTI 0007,10.0,right edge,F,-0.5513206184892798,0.4279365313022776
KITTI,KITTI 0007,10.0,right edge,G,-0.02340438132251066,0.019070366297262886
KITTI,KITTI 0007,25.0,axis,S,-3.7424769574105703,0.23232015701119896
KITTI,KITTI 0007,25.0,axis,T,-2.6619775267736188,-0.01772441111972267
KITTI,KITTI 0007,25.0,axis,F,-2.6488349064169334,-0.0027460530521284388
KITTI,KITTI 0007,25.0,axis,G,-0.06082801571264085,-0.0030801661559484717
KITTI,KITTI 0007,25.0,left edge,S,-2.7823225198536754,-1.0947272467256575
KITTI,KITTI 0007,25.0,left edge,T,-1.7018230892167239,-1.3447718148565784
KITTI,KITTI 0007,25.0,left edge,F,-1.705894272899208,-1.3289639116380698
KITTI,KITTI 0007,25.0,left edge,G,-0.060463621705309833,-0.054981183688273205
KITTI,KITTI 0007,25.0,right edge,S,-4.62443632859171,2.9597637224336495
KITTI,KITTI 0007,25.0,right edge,T,-3.543936897954758,2.7097191543027286
KITTI,KITTI 0007,25.0,right edge,F,-3.514981921602132,2.7239355297031373
KITTI,KITTI 0007,25.0,right edge,G,-0.061159736934357056,0.04882946683970957
KITTI,KITTI 0007,50.0,axis,S,-10.94062280840803,0.2140911998525341
KITTI,KITTI 0007,50.0,axis,T,-9.860123377771082,-0.03595336827838752
KITTI,KITTI 0007,50.0,axis,F,-9.84760149036488,-0.0025578633854222432
KITTI,KITTI 0007,50.0,axis,G,-0.15486581741873096,-0.0031924038531086496
KITTI,KITTI 0007,50.0,left edge,S,-7.1212401789512825,-4.4892541710456655
KITTI,KITTI 0007,50.0,left edge,T,-6.0407407483143345,-4.73929873917659
KITTI,KITTI 0007,50.0,left edge,F,-6.0613458446296775,-4.702347704262458
KITTI,KITTI 0007,50.0,left edge,G,-0.18249181379606227,-0.14960559771551374
KITTI,KITTI 0007,50.0,right edge,S,-13.794908726998756,10.037565202043595
KITTI,KITTI 0007,50.0,right edge,T,-12.714409296361808,9.787520633912674
KITTI,KITTI 0007,50.0,right edge,F,-12.673750773391646,9.818230502043463
KITTI,KITTI 0007,50.0,right edge,G,-0.18465837490180093,0.14464365926114198
KITTI,KITTI 0008,10.0,axis,S,-1.5032723542045368,0.24568132819144578
KITTI,KITTI 0008,10.0,axis,T,-0.422772923567587,-0.004363239939475849
KITTI,KITTI 0008,10.0,axis,F,-0.4091856408153145,-0.002586736596485839
KITTI,KITTI 0008,10.0,axis,G,-0.023298868767431813,-0.0027040282378245073
KITTI,KITTI 0008,10.0,left edge,S,-1.3495263415503462,0.03755786228023883
KITTI,KITTI 0008,10.0,left edge,T,-0.2690269109133965,-0.21248670585068297
KITTI,KITTI 0008,10.0,left edge,F,-0.26213763359569064,-0.21061494951156057
KITTI,KITTI 0008,10.0,left edge,G,-0.02315944054249819,-0.025711861301646266
KITTI,KITTI 0008,10.0,right edge,S,-1.6518829399117827,0.6762966547689029
KITTI,KITTI 0008,10.0,right edge,T,-0.571383509274833,0.4262520866379811
KITTI,KITTI 0008,10.0,right edge,F,-0.5513206184892798,0.4279365313022776
KITTI,KITTI 0008,10.0,right edge,G,-0.02340438132251066,0.019070366297262886
KITTI,KITTI 0008,25.0,axis,S,-3.7424769574105703,0.23232015701119896
KITTI,KITTI 0008,25.0,axis,T,-2.6619775267736188,-0.01772441111972267
KITTI,KITTI 0008,25.0,axis,F,-2.6488349064169334,-0.0027460530521284388
KITTI,KITTI 0008,25.0,axis,G,-0.06082801571264085,-0.0030801661559484717
KITTI,KITTI 0008,25.0,left edge,S,-2.7823225198536754,-1.0947272467256575
KITTI,KITTI 0008,25.0,left edge,T,-1.7018230892167239,-1.3447718148565784
KITTI,KITTI 0008,25.0,left edge,F,-1.705894272899208,-1.3289639116380698
KITTI,KITTI 0008,25.0,left edge,G,-0.060463621705309833,-0.054981183688273205
KITTI,KITTI 0008,25.0,right edge,S,-4.62443632859171,2.9597637224336495
KITTI,KITTI 0008,25.0,right edge,T,-3.543936897954758,2.7097191543027286
KITTI,KITTI 0008,25.0,right edge,F,-3.514981921602132,2.7239355297031373
KITTI,KITTI 0008,25.0,right edge,G,-0.061159736934357056,0.04882946683970957
KITTI,KITTI 0008,50.0,axis,S,-10.94062280840803,0.2140911998525341
KITTI,KITTI 0008,50.0,axis,T,-9.860123377771082,-0.03595336827838752
KITTI,KITTI 0008,50.0,axis,F,-9.84760149036488,-0.0025578633854222432
KITTI,KITTI 0008,50.0,axis,G,-0.15486581741873096,-0.0031924038531086496
KITTI,KITTI 0008,50.0,left edge,S,-7.1212401789512825,-4.4892541710456655
KITTI,KITTI 0008,50.0,left edge,T,-6.0407407483143345,-4.73929873917659
KITTI,KITTI 0008,50.0,left edge,F,-6.0613458446296775,-4.702347704262458
KITTI,KITTI 0008,50.0,left edge,G,-0.18249181379606227,-0.14960559771551374
KITTI,KITTI 0008,50.0,right edge,S,-13.794908726998756,10.037565202043595
KITTI,KITTI 0008,50.0,right edge,T,-12.714409296361808,9.787520633912674
KITTI,KITTI 0008,50.0,right edge,F,-12.673750773391646,9.818230502043463
KITTI,KITTI 0008,50.0,right edge,G,-0.18465837490180093,0.14464365926114198
KITTI,KITTI 0009,10.0,axis,S,-1.5032723542045368,0.24568132819144578
KITTI,KITTI 0009,10.0,axis,T,-0.422772923567587,-0.004363239939475849
KITTI,KITTI 0009,10.0,axis,F,-0.4091856408153145,-0.002586736596485839
KITTI,KITTI 0009,10.0,axis,G,-0.023298868767431813,-0.0027040282378245073
KITTI,KITTI 0009,10.0,left edge,S,-1.3495263415503462,0.03755786228023883
KITTI,KITTI 0009,10.0,left edge,T,-0.2690269109133965,-0.21248670585068297
KITTI,KITTI 0009,10.0,left edge,F,-0.26213763359569064,-0.21061494951156057
KITTI,KITTI 0009,10.0,left edge,G,-0.02315944054249819,-0.025711861301646266
KITTI,KITTI 0009,10.0,right edge,S,-1.6518829399117827,0.6762966547689029
