group,figure,cell,statistic,old,new,delta,source
2 sign-disagreement range over the four gains,"per-mode S1-S4, oracle geometry",nuScenes oracle q_brake,min over gains,0.2945205479452055,0.2945205479452055,0.0,calibration_cells.csv
2 sign-disagreement range over the four gains,"per-mode S1-S4, oracle geometry",nuScenes oracle q_brake,max over gains,0.458041958041958,0.444015444015444,-0.014026514026514003,calibration_cells.csv
2 sign-disagreement range over the four gains,"S0, oracle geometry",nuScenes oracle q_plan,min over gains,0.4979035639412998,0.4979035639412998,0.0,calibration_cells.csv
2 sign-disagreement range over the four gains,"S0, oracle geometry",nuScenes oracle q_plan,max over gains,0.5098870056497176,0.5098870056497176,0.0,calibration_cells.csv
2 sign-disagreement range over the four gains,"per-mode S1-S4, oracle geometry",nuScenes oracle q_plan,min over gains,0.4932432432432432,0.4932432432432432,0.0,calibration_cells.csv
2 sign-disagreement range over the four gains,"per-mode S1-S4, oracle geometry",nuScenes oracle q_plan,max over gains,0.5256653992395437,0.5230596175478065,-0.0026057816917371968,calibration_cells.csv
3 scatter and overall share,"scatter, E5_combined, oracle S0",nuScenes oracle q_brake,frames plotted (gain and V both non-zero),235.0,235.0,0.0,calibration_cells.csv
3 scatter and overall share,"scatter, E5_combined, oracle S0",nuScenes oracle q_brake,share with opposite signs,0.4127659574468085,0.3787234042553191,-0.03404255319148941,calibration_cells.csv
3 scatter and overall share,"scatter, E5_combined, oracle S0",nuScenes oracle q_plan,frames plotted (gain and V both non-zero),1165.0,1165.0,0.0,calibration_cells.csv
3 scatter and overall share,"scatter, E5_combined, oracle S0",nuScenes oracle q_plan,share with opposite signs,0.5004291845493563,0.5055793991416309,0.0051502145922746045,calibration_cells.csv
3 scatter and overall share,"both consumers, four gains, oracle S0",nuScenes oracle,min sign disagreement,0.3424657534246575,0.3424657534246575,0.0,calibration_cells.csv
3 scatter and overall share,"both consumers, four gains, oracle S0",nuScenes oracle,max sign disagreement,0.5098870056497176,0.5098870056497176,0.0,calibration_cells.csv
4 target swap (C19),"pooled test, G = primary",gate_ridge,pooled mean V - G,0.16972393720012904,0.16027656714114744,-0.009447370058981608,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",gate_ridge,CI low,-0.032630421078563905,-0.03835019540850134,-0.005719774329937435,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",gate_ridge,CI high,0.282108035024861,0.2703418601004385,-0.011766174924422501,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",gate_gbm,pooled mean V - G,0.09463496250223867,0.11929317444363663,0.02465821194139796,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",gate_gbm,CI low,-0.08361937439247977,-0.04662995860183871,0.03698941579064106,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",gate_gbm,CI high,0.1984673980669765,0.21240849998917444,0.01394110192219794,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",R1_mlp_reg,pooled mean V - G,0.0775763331728522,0.06050269349447554,-0.017073639678376662,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",R1_mlp_reg,CI low,-0.03726983897392808,-0.049705294521784814,-0.012435455547856737,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",R1_mlp_reg,CI high,0.15464774944533682,0.15284996796311573,-0.0017977814822210947,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",R1_mlp_clf,pooled mean V - G,0.073089460272619,0.0779223581507971,0.0048328978781780885,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",R1_mlp_clf,CI low,-0.08000480094478085,-0.09238553580694045,-0.012380734862159598,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",R1_mlp_clf,CI high,0.13679624451433509,0.1575523157515901,0.020756071237255008,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",R1_gbm_reg,pooled mean V - G,-0.05617431778324922,-0.09815944179313153,-0.041985124009882316,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",R1_gbm_reg,CI low,-0.1951302243046157,-0.22458766886518933,-0.029457444560573615,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",R1_gbm_reg,CI high,0.107039982378667,0.04688072141757089,-0.06015926096109612,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",R1_gbm_clf,pooled mean V - G,-0.004010807786069044,-0.024761384680401875,-0.02075057689433283,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",R1_gbm_clf,CI low,-0.12801370965809425,-0.15204399392419968,-0.02403028426610543,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",R1_gbm_clf,CI high,0.1282438429863806,0.0997721487791138,-0.028471694207266807,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",all six architectures,architectures whose CI includes zero (of 6),6,6,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",all six architectures,architectures leaning to V (of 6),4,4,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",all six architectures,architectures leaning to G (of 6),2,2,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",all six architectures,cells where V wins significantly (of 72),9,9,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",all six architectures,cells where G wins significantly (of 72),4,8,4.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = primary",all six architectures,"architectures leaning to G, named","R1_gbm_reg,R1_gbm_clf","R1_gbm_reg,R1_gbm_clf",,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",gate_ridge,pooled mean V - G,0.11342598082603943,0.11342598082603943,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",gate_ridge,CI low,-0.07730643678788375,-0.07730643678788375,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",gate_ridge,CI high,0.23731854222463766,0.23731854222463766,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",gate_gbm,pooled mean V - G,0.19799561412949732,0.19799561412949732,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",gate_gbm,CI low,-0.04943651797631993,-0.04943651797631993,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",gate_gbm,CI high,0.3137396476988208,0.3137396476988208,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",R1_mlp_reg,pooled mean V - G,0.0849973939219566,0.0849973939219566,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",R1_mlp_reg,CI low,-0.019931897362335506,-0.019931897362335506,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",R1_mlp_reg,CI high,0.18207343275047436,0.18207343275047436,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",R1_mlp_clf,pooled mean V - G,0.04828508573117252,0.04828508573117252,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",R1_mlp_clf,CI low,-0.08313268551475118,-0.08313268551475118,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",R1_mlp_clf,CI high,0.142339024925351,0.142339024925351,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",R1_gbm_reg,pooled mean V - G,-0.05455091225380863,-0.05455091225380863,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",R1_gbm_reg,CI low,-0.20698876367206917,-0.20698876367206917,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",R1_gbm_reg,CI high,0.1075115968398067,0.1075115968398067,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",R1_gbm_clf,pooled mean V - G,-0.06971809749377285,-0.06971809749377285,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",R1_gbm_clf,CI low,-0.21319545975759147,-0.21319545975759147,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",R1_gbm_clf,CI high,0.04960912846588263,0.04960912846588263,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",all six architectures,architectures whose CI includes zero (of 6),6,6,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",all six architectures,architectures leaning to V (of 6),4,4,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",all six architectures,architectures leaning to G (of 6),2,2,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",all six architectures,cells where V wins significantly (of 72),7,7,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",all six architectures,cells where G wins significantly (of 72),4,4,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_exact",all six architectures,"architectures leaning to G, named","R1_gbm_reg,R1_gbm_clf","R1_gbm_reg,R1_gbm_clf",,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",gate_ridge,pooled mean V - G,0.018478294899082825,0.018478294899082825,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",gate_ridge,CI low,-0.1279027758578037,-0.1279027758578037,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",gate_ridge,CI high,0.12664212118489637,0.12664212118489637,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",gate_gbm,pooled mean V - G,0.08667425660217909,0.08667425660217909,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",gate_gbm,CI low,-0.12438904853259572,-0.12438904853259572,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",gate_gbm,CI high,0.23101482666549258,0.23101482666549258,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",R1_mlp_reg,pooled mean V - G,0.041833647642186854,0.041833647642186854,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",R1_mlp_reg,CI low,-0.023660885236513753,-0.023660885236513753,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",R1_mlp_reg,CI high,0.13568998207508667,0.13568998207508667,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",R1_mlp_clf,pooled mean V - G,-0.002686426996704567,-0.002686426996704567,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",R1_mlp_clf,CI low,-0.11951019225270273,-0.11951019225270273,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",R1_mlp_clf,CI high,0.11972043527160525,0.11972043527160525,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",R1_gbm_reg,pooled mean V - G,-0.04912685540842112,-0.04912685540842112,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",R1_gbm_reg,CI low,-0.17773251389886918,-0.17773251389886918,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",R1_gbm_reg,CI high,0.08379563032255051,0.08379563032255051,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",R1_gbm_clf,pooled mean V - G,-0.1243381975410683,-0.1243381975410683,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",R1_gbm_clf,CI low,-0.20530396673133688,-0.20530396673133688,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",R1_gbm_clf,CI high,0.017020275180495738,0.017020275180495738,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",all six architectures,architectures whose CI includes zero (of 6),6,6,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",all six architectures,architectures leaning to V (of 6),3,3,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",all six architectures,architectures leaning to G (of 6),3,3,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",all six architectures,cells where V wins significantly (of 72),9,9,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",all six architectures,cells where G wins significantly (of 72),9,9,0.0,benchmark_target_swap_summary.json
4 target swap (C19),"pooled test, G = dE_E6_risk_weighted",all six architectures,"architectures leaning to G, named","R1_mlp_clf,R1_gbm_reg,R1_gbm_clf","R1_mlp_clf,R1_gbm_reg,R1_gbm_clf",,benchmark_target_swap_summary.json
4 target swap (C19),registered reading,primary G,reading,architecture-driven,architecture-driven,,benchmark_target_swap_summary.json
4 target swap (C19),"the 10 core cells, 20% quota, primary G",gate_ridge,mean V - G over the core cells,0.06287716126747633,0.05154031719669836,-0.011336844070777972,benchmark_target_swap.csv
4 target swap (C19),"the 10 core cells, 20% quota, primary G",gate_gbm,mean V - G over the core cells,0.0004361988049008156,0.030026053134578373,0.02958985432967756,benchmark_target_swap.csv
5 robustness table (nuScenes rows),core matrix,nuScenes mono longitudinal,"multi-metric perception oracle, nDG@20%",0.2593308468650109,0.2970512760440109,0.03772042917899998,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes mono longitudinal,"best single perception metric, nDG@20%",0.2240801839972767,0.2240801839972767,0.0,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes mono longitudinal,best single perception metric,E6_risk_weighted,E6_risk_weighted,,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes mono longitudinal,"exact perception oracle, nDG@20%",0.0522050135226741,0.0522050135226741,0.0,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes mono longitudinal,"Spearman(dE, dJ)",-0.0075465774027994,-0.0075465774027994,0.0,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes mono lateral,"multi-metric perception oracle, nDG@20%",0.3174532989611732,0.291589818417571,-0.025863480543602213,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes mono lateral,"best single perception metric, nDG@20%",0.4230756321435128,0.4230756321435128,0.0,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes mono lateral,best single perception metric,E4_localization,E4_localization,,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes mono lateral,"exact perception oracle, nDG@20%",0.3087401419470423,0.3087401419470423,0.0,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes mono lateral,"Spearman(dE, dJ)",-0.0083354330233729,-0.0083354330233729,0.0,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes oracle longitudinal,"multi-metric perception oracle, nDG@20%",0.5420682509256386,0.5422739820312407,0.00020573110560206942,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes oracle longitudinal,"best single perception metric, nDG@20%",0.566994791077442,0.566994791077442,0.0,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes oracle longitudinal,best single perception metric,E6_risk_weighted,E6_risk_weighted,,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes oracle longitudinal,"exact perception oracle, nDG@20%",0.1699635140537529,0.1699635140537529,0.0,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes oracle longitudinal,"Spearman(dE, dJ)",0.0588714125823144,0.0588714125823144,0.0,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes oracle lateral,"multi-metric perception oracle, nDG@20%",-0.1705280830617576,-0.2065846548687138,-0.036056571806956206,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes oracle lateral,"best single perception metric, nDG@20%",0.3412228014228169,0.3412228014228169,0.0,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes oracle lateral,best single perception metric,E4_localization,E4_localization,,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes oracle lateral,"exact perception oracle, nDG@20%",0.2401894674161999,0.2401894674161999,0.0,core_matrix.csv
5 robustness table (nuScenes rows),core matrix,nuScenes oracle lateral,"Spearman(dE, dJ)",-0.0047564678322073,-0.0047564678322073,0.0,core_matrix.csv
