group,figure,cell,statistic,old,new,delta
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes mono brake,nDG@20% of ego speed,0.1482755758668864,0.1482755758668864,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes mono brake,nDG@20% of random,0.13228487592807572,0.13228487592807572,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes mono brake,ego speed above random,True,True,
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes oracle plan_ade,nDG@20% of ego speed,-0.0207808220821678,-0.0207808220821678,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes oracle plan_ade,nDG@20% of random,-0.00581607072770557,-0.00581607072770557,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes oracle plan_ade,ego speed above random,False,False,
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes mono plan_ade,nDG@20% of ego speed,-0.0150854885770765,-0.0150854885770765,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes mono plan_ade,nDG@20% of random,0.09224147137252524,0.09224147137252524,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes mono plan_ade,ego speed above random,False,False,
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes oracle plan_fde,nDG@20% of ego speed,0.0239721092367207,0.0239721092367207,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes oracle plan_fde,nDG@20% of random,0.059129469825502164,0.059129469825502164,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes oracle plan_fde,ego speed above random,False,False,
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes mono plan_fde,nDG@20% of ego speed,0.0065818768953703,0.0065818768953703,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes mono plan_fde,nDG@20% of random,0.0797070253576951,0.0797070253576951,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,nuScenes mono plan_fde,ego speed above random,False,False,
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,all tracks,rows where ego speed beats random,10,10,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,all tracks,which rows,KITTI mono brake @20%; KITTI mono brake @30%; KITTI mono brake @50%; KITTI oracle brake @20%; KITTI oracle brake @30%; KITTI oracle brake @50%; KITTI oracle traj @30%; KITTI oracle traj @50%; nuPlan nan pdm_closed @50%; nuScenes oracle brake @50%,KITTI mono brake @20%; KITTI mono brake @30%; KITTI mono brake @50%; KITTI oracle brake @20%; KITTI oracle brake @30%; KITTI oracle brake @50%; KITTI oracle traj @30%; KITTI oracle traj @50%; nuPlan nan pdm_closed @50%; nuScenes oracle brake @50%,
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,all tracks,rows won at the 10% quota,0,0,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,all tracks,rows won at the 20% quota,2,2,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,all tracks,rows won at the 30% quota,3,3,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",reported causal -> first frame dropped,all tracks,rows won at the 50% quota,5,5,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_dE,comparisons,52,52,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_dE,argmax differs,43,43,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_dE,"Kendall tau between the rankings, median",0.17142857142857135,0.17142857142857135,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_dE,"selection regret, median nDG",-0.0952365131068818,-0.0952365131068818,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_dE,"selection regret, median share of the all-cheap loss",-0.00523761224395285,-0.00523761224395285,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_dE,the E_perc winner is worse than random on decision value,15,15,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_dE,regret intervals excluding zero,5,5,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_risk,comparisons,52,52,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_risk,argmax differs,40,40,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_risk,"Kendall tau between the rankings, median",0.1999999999999999,0.1999999999999999,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_risk,"selection regret, median nDG",-0.0782952611770029,-0.0782952611770029,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_risk,"selection regret, median share of the all-cheap loss",-0.0056318789093049,-0.0056318789093049,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_risk,the E_perc winner is worse than random on decision value,20,20,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",13 defined cells x 4 budgets,E_perc_risk,regret intervals excluding zero,0,0,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",core matrix,nuScenes mono longitudinal,best trivial heuristic,speed + detections,speed + detections,
"6 sensitivity: a scene's first frame dropped, not zeroed",core matrix,nuScenes mono longitudinal,its nDG@20%,0.2884825026986984,0.2884825026986984,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",core matrix,nuScenes mono lateral,best trivial heuristic,n detections,n detections,
"6 sensitivity: a scene's first frame dropped, not zeroed",core matrix,nuScenes mono lateral,its nDG@20%,0.3199580779453193,0.3199580779453193,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",core matrix,nuScenes oracle longitudinal,best trivial heuristic,ego speed,ego speed,
"6 sensitivity: a scene's first frame dropped, not zeroed",core matrix,nuScenes oracle longitudinal,its nDG@20%,0.3033383132552623,0.3033383132552623,0.0
"6 sensitivity: a scene's first frame dropped, not zeroed",core matrix,nuScenes oracle lateral,best trivial heuristic,n detections,n detections,
"6 sensitivity: a scene's first frame dropped, not zeroed",core matrix,nuScenes oracle lateral,its nDG@20%,0.3400466207875235,0.3400466207875235,0.0
