section,track,geometry,system,target,split,n_inputs,n_affected,n_harmed,harmed_over_affected,harmed_over_all_inputs,signal,quota,ndg_recomputed,ndg_released,matches_3dp,trivial,n_test_frames,n_test_units,all_cheap_loss,gain,gain_random,delta_vs_random,delta_share_all_cheap,ndg,oracle_prize,undefined_reason,delta_lo_all_draws,delta_hi_all_draws,delta_share_lo_all_draws,delta_share_hi_all_draws,delta_lo_filtered,delta_hi_filtered,draws_dropped_by_filter,beats_random_all_draws,beats_random_filtered,available,ndg_full,ndg_min_leave_one_out,ndg_max_leave_one_out,gain_full,gain_min_leave_one_out,gain_max_leave_one_out,most_influential_unit,ndg_without_that_unit,gain_without_that_unit,ndg_change_without_that_unit
harm,KITTI,oracle,traj,JB,all,8008.0,463.0,14.0,0.03023758099352052,0.0017482517482517483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,KITTI,mono,brake,J,test,3536.0,976.0,436.0,0.44672131147540983,0.12330316742081449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,KITTI,mono,brake,J,all,8008.0,2075.0,710.0,0.3421686746987952,0.08866133866133866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,KITTI,mono,traj,JB,test,3536.0,173.0,100.0,0.5780346820809249,0.02828054298642534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,KITTI,mono,traj,JB,all,8008.0,678.0,328.0,0.4837758112094395,0.04095904095904096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,nuPlan,n/a,pdm_closed,safety,test,384.0,27.0,9.0,0.3333333333333333,0.0234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,nuPlan,n/a,pdm_closed,safety,all,1440.0,45.0,20.0,0.4444444444444444,0.013888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,nuPlan,n/a,pdm_closed,scalar_J,test,384.0,48.0,20.0,0.4166666666666667,0.052083333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,nuPlan,n/a,pdm_closed,scalar_J,all,1440.0,104.0,39.0,0.375,0.027083333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,nuPlan,n/a,idm,safety,test,384.0,4.0,1.0,0.25,0.0026041666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,nuPlan,n/a,idm,safety,all,1440.0,5.0,2.0,0.4,0.001388888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,nuPlan,n/a,idm,scalar_J,test,384.0,10.0,1.0,0.1,0.0026041666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,nuPlan,n/a,idm,scalar_J,all,1440.0,30.0,10.0,0.3333333333333333,0.006944444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,uncertainty,0.1,0.04903709608704662,0.0490370960870466,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,uncertainty,0.2,0.014734086407011378,0.0147340864070113,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,uncertainty,0.3,0.364328567375017,0.364328567375017,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,uncertainty,0.5,0.3799778993860173,0.3799778993860173,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,criticality_cheap,0.1,0.30753902567391106,0.307539025673911,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,criticality_cheap,0.2,0.4703205520994002,0.4703205520994002,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,criticality_cheap,0.3,0.48722393498017547,0.4872239349801754,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,criticality_cheap,0.5,0.39813533313656746,0.3981353331365674,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,criticality_gt,0.1,0.19529977139157814,0.1952997713915781,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,criticality_gt,0.2,0.28682503493461564,0.2868250349346156,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,criticality_gt,0.3,0.515477471059143,0.515477471059143,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,criticality_gt,0.5,0.78103745116956,0.78103745116956,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,PKL,0.1,0.4324468477275099,0.4324468477275099,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,PKL,0.2,0.46086971937588905,0.460869719375889,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,PKL,0.3,0.4380698268596603,0.4380698268596603,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,PKL,0.5,0.5020374919586715,0.5020374919586715,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,TIP,0.1,0.4045725234563236,0.4045725234563236,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,TIP,0.2,0.36475893145422894,0.3647589314542289,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,TIP,0.3,0.3695578160759074,0.3695578160759074,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,TIP,0.5,0.43537109088749815,0.4353710908874981,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_exact,0.1,0.11779282119419049,0.1177928211941904,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_exact,0.2,0.2584424990348426,0.2584424990348426,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_exact,0.3,0.5393521076091515,0.5393521076091515,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_exact,0.5,0.7829693026277632,0.7829693026277632,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E1_fn_only,0.1,0.11779282119419049,0.1177928211941904,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E1_fn_only,0.2,0.2584424990348426,0.2584424990348426,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E1_fn_only,0.3,0.5393521076091515,0.5393521076091515,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E1_fn_only,0.5,0.7829693026277632,0.7829693026277632,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E2_fn_fp,0.1,0.08492370117119695,0.0849237011711969,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E2_fn_fp,0.2,0.14011600299348556,0.1401160029934855,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E2_fn_fp,0.3,0.189246114342529,0.189246114342529,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E2_fn_fp,0.5,0.42212355332450774,0.4221235533245077,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E3_class_aware,0.1,0.12132639304162206,0.121326393041622,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E3_class_aware,0.2,0.2868734293031571,0.2868734293031571,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E3_class_aware,0.3,0.5617742761967323,0.5617742761967323,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E3_class_aware,0.5,0.7731314084249679,0.7731314084249679,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E4_localization,0.1,0.09627665901387837,0.0962766590138783,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E4_localization,0.2,0.23478695304963762,0.2347869530496376,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E4_localization,0.3,0.6815283757784039,0.6815283757784039,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E4_localization,0.5,0.7928109503419764,0.7928109503419764,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E5_combined,0.1,0.11309885379014885,0.1130988537901488,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E5_combined,0.2,0.14445463105644224,0.1444546310564422,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E5_combined,0.3,0.18803321101449785,0.1880332110144978,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E5_combined,0.5,0.4890684070236446,0.4890684070236446,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E5_fp_heavy,0.1,0.0654694291247778,0.0654694291247778,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E5_fp_heavy,0.2,0.16135801393721746,0.1613580139372174,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E5_fp_heavy,0.3,0.16015888674331152,0.1601588867433115,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E5_fp_heavy,0.5,0.16015888674331152,0.1601588867433115,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E5_loc_heavy,0.1,-0.002932905617914248,-0.0029329056179142,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E5_loc_heavy,0.2,0.02252636201292557,0.0225263620129255,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E5_loc_heavy,0.3,0.21491304645685816,0.2149130464568581,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E5_loc_heavy,0.5,0.30643830999989563,0.3064383099998956,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E6_risk_weighted,0.1,0.6710743580657285,0.6710743580657285,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E6_risk_weighted,0.2,0.6870404207188074,0.6870404207188074,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E6_risk_weighted,0.3,0.691411357466752,0.691411357466752,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,dE_E6_risk_weighted,0.5,0.7274659045308772,0.7274659045308772,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,gate_ridge,0.1,0.07796685353757567,0.0779668535375756,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,gate_ridge,0.2,0.2543874753284293,0.2543874753284293,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,gate_ridge,0.3,0.5640175094483141,0.5640175094483141,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,gate_ridge,0.5,0.6087952166002756,0.6087952166002756,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,gate_gbm,0.1,0.09088086937038818,0.0908808693703881,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,gate_gbm,0.2,0.15541367691653446,0.1554136769165344,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,gate_gbm,0.3,0.32276495842947983,0.3227649584294798,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,gate_gbm,0.5,0.5658359993012407,0.5658359993012407,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_mlp_reg,0.1,0.04302579149017682,0.0430257914901768,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_mlp_reg,0.2,0.3544077412718464,0.3544077412718464,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_mlp_reg,0.3,0.5183883948912416,0.5183883948912416,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_mlp_reg,0.5,0.4872606599073968,0.4872606599073968,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_mlp_clf,0.1,0.09065521615554788,0.0906552161555478,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_mlp_clf,0.2,0.35398151420764795,0.3539815142076479,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_mlp_clf,0.3,0.37466761726527203,0.374667617265272,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_mlp_clf,0.5,0.36099818034692677,0.3609981803469267,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_gbm_reg,0.1,0.025860601643191962,0.0258606016431919,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_gbm_reg,0.2,0.19633594755466827,0.1963359475546682,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_gbm_reg,0.3,0.5113464677914115,0.5113464677914115,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_gbm_reg,0.5,0.5388900981346458,0.5388900981346458,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_gbm_clf,0.1,0.04302579149017682,0.0430257914901768,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_gbm_clf,0.2,0.42144245544094144,0.4214424554409414,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_gbm_clf,0.3,0.4286281543978003,0.4286281543978003,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R1_gbm_clf,0.5,0.4527982327072348,0.4527982327072348,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R2_cnn_clf,0.1,-0.14166540276289397,-0.1416654027628939,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R2_cnn_clf,0.2,-0.04785162777459154,-0.0478516277745915,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R2_cnn_clf,0.3,0.0205507069681005,0.0205507069681005,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,R2_cnn_clf,0.5,0.11974152389035811,0.1197415238903581,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,oracle,0.1,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,oracle,0.2,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,oracle,0.3,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,brake,J,,,,,,,oracle,0.5,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,uncertainty,0.1,-0.0881142400443977,-0.0881142400443977,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,uncertainty,0.2,-0.11694134131496564,-0.1169413413149656,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,uncertainty,0.3,-0.1960278759287893,-0.1960278759287893,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,uncertainty,0.5,-0.08858975780058247,-0.0885897578005824,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,criticality_cheap,0.1,-0.19927357348384636,-0.1992735734838463,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,criticality_cheap,0.2,-0.27217026700911195,-0.2721702670091119,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,criticality_cheap,0.3,-0.32115391869936044,-0.3211539186993604,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,criticality_cheap,0.5,-0.20750827277334352,-0.2075082727733435,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,criticality_gt,0.1,-0.3827030528175158,-0.3827030528175158,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,criticality_gt,0.2,-0.19492650057422412,-0.1949265005742241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,criticality_gt,0.3,-0.2280835208480388,-0.2280835208480388,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,criticality_gt,0.5,-0.18014403447599003,-0.18014403447599,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,PKL,0.1,-0.13606718568955953,-0.1360671856895595,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,PKL,0.2,-0.13168989212921844,-0.1316898921292184,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,PKL,0.3,-0.09415915062556901,-0.094159150625569,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,PKL,0.5,-0.09007432706844404,-0.090074327068444,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,TIP,0.1,-0.24128240479752192,-0.2412824047975219,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,TIP,0.2,-0.18104167183039654,-0.1810416718303965,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,TIP,0.3,-0.13888225328408726,-0.1388822532840872,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,TIP,0.5,-0.13778176495854674,-0.1377817649585467,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,dE_exact,0.1,0.03505215483519454,0.0350521548351945,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,dE_exact,0.2,0.12296543612842749,0.1229654361284274,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,dE_exact,0.3,-0.031652191397174456,-0.0316521913971744,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,dE_exact,0.5,-0.17627895002524208,-0.176278950025242,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,dE_E1_fn_only,0.1,0.03505215483519454,0.0350521548351945,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,dE_E1_fn_only,0.2,0.12296543612842749,0.1229654361284274,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,dE_E1_fn_only,0.3,-0.031652191397174456,-0.0316521913971744,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,dE_E1_fn_only,0.5,-0.17627895002524208,-0.176278950025242,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,dE_E2_fn_fp,0.1,0.01902567414959612,0.0190256741495961,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,dE_E2_fn_fp,0.2,-0.0801375760565632,-0.0801375760565632,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,oracle,plan_ade,JC_ade,,,,,,,dE_E2_fn_fp,0.3,-0.13727965770231107,-0.137279657702311,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
