section,signal,rate_target,variant,shipped_B_minus_C_point,shipped_B_minus_C_lo,shipped_B_minus_C_hi,shipped_A_minus_C_point,B_minus_C_point,B_minus_C_lo,B_minus_C_hi,A_minus_C_point,match_B_point_3dp,match_B_ci_2dp,match_A_point_2dp,passed,ties_at_threshold_rows,gate_scores_run,v1_scores_run,policy,val_median_abs_dev,val_mean_ndg_minus_C,chosen,qualifies,W,gP,gI,capacity,track,geometry,system,target,n_test_frames,n_test_units,n_affected,ndg_defined,pooled_cell,gain,gain_C,oracle_prize,ndg,ndg_C,ndg_minus_C,ndg_minus_C_lo,ndg_minus_C_hi,rate_realised,rate_abs_dev,rate_unit_min,rate_unit_max,tie_draws,score_draws,hyperparameters,n_rows,ndg_minus_C_boot_mean,rows_improved_over_C,rows_rate_miss_gt_5pp,median_abs_rate_dev,draws_kept,reading
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.03229166666666668,-0.09090472965509572,False,False,30.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.02842487373737374,-0.09153507635472972,False,False,30.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.03663194444444445,-0.10329824362217283,False,False,30.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.03205492424242425,-0.07935012628295879,False,False,30.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.02803030303030303,-0.076926062608003,False,False,30.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.03205492424242425,-0.08040892519188853,False,False,30.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.02803030303030303,-0.07816387390409942,False,False,30.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.02452830188679246,-0.07897390866250409,False,False,30.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.0393939393939394,-0.1039018707889425,False,False,100.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.03181818181818183,-0.0906454088024843,False,False,100.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.027812172431865838,-0.09094882083689111,False,False,100.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.03619791666666668,-0.10292121620352275,False,False,100.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.030121527777777782,-0.07901516622269107,False,False,100.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.0261579533542977,-0.07574111585037396,False,False,100.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.03205492424242425,-0.07850486892592418,False,False,100.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.027990845959595965,-0.076910024376527,False,False,100.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,D,0.023729403250946336,-0.07798617135508795,True,False,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,E,0.062121212121212126,-0.16187651166921357,False,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,E,0.04979266709519668,-0.12116160862507803,False,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,E,0.04675528873642082,-0.11245333754404051,False,False,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,E,0.04514052672955975,-0.10652348757413224,False,False,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,E,0.043486307651991615,-0.10639346027809728,False,False,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,E,0.042945075757575765,-0.10639366446429853,True,False,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.1,,,,,,,,,,,,,,,,,E,0.042945075757575765,-0.10639366446429853,False,False,,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.05984848484848487,-0.11757727272866905,False,False,10.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.04419217222323436,-0.11951731436377505,False,False,10.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.036641771488469616,-0.11941743625353679,False,False,10.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.055703259005145805,-0.12010994566870672,False,False,10.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.04325864779874215,-0.1278393609877822,False,False,10.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.03580442134268538,-0.13259158878634214,False,False,10.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.046788194444444445,-0.1438544222103342,False,False,10.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.0388364779874214,-0.14521645815250206,False,False,10.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.0324652777777778,-0.14654709416375988,False,False,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.056770833333333354,-0.11812891754915149,False,False,30.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.04509154040404041,-0.11680109718315304,False,False,30.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.035671342685370755,-0.11528176669024269,False,False,30.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.052785669191919196,-0.11703134445459454,False,False,30.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.04129622882127894,-0.11532086022662316,False,False,30.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.03366733466933869,-0.1273762082383844,False,False,30.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.04433962264150945,-0.1155777176691273,False,False,30.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.036641771488469616,-0.12678705895965978,False,False,30.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.029760214874192836,-0.1324460155615494,False,False,30.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.05437106852594077,-0.11423067147314632,False,False,100.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.042282655588955706,-0.11493147025293277,False,False,100.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.03490566037735851,-0.11462504766880761,False,False,100.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.04932886606546427,-0.11523137179393077,False,False,100.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.038864836591421856,-0.1138644325973298,False,False,100.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.033333333333333354,-0.12558938943481962,False,False,100.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.04090909090909092,-0.11382753243322148,False,False,100.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.03366733466933869,-0.12647794977658838,False,False,100.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,D,0.028559027777777787,-0.13013439319795544,True,False,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,E,0.11546300147464741,-0.19917171120839475,False,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,E,0.08657804459691254,-0.16091560845076117,False,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,E,0.0787878787878788,-0.1414901790402238,False,False,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,E,0.07251867138364781,-0.13002185598883706,False,False,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,E,0.06883200362990133,-0.1241458369161687,False,False,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,E,0.06372136634379873,-0.12274383816042908,False,False,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.2,,,,,,,,,,,,,,,,,E,0.06246549703179946,-0.12274383816042908,True,False,,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.06543739279588334,-0.14155275103221343,False,False,10.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.049315471220218204,-0.1437279556515149,False,False,10.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.03899371069182389,-0.14131347219492585,False,False,10.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.05827109538784066,-0.14760635616746776,False,False,10.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.04538700041592619,-0.14024435808674304,False,False,10.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.03435499471164552,-0.14164911354194537,False,False,10.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.04999999999999999,-0.147024671837234,False,False,10.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.037200275157232704,-0.1579406962837033,False,False,10.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.031297500661700756,-0.14243504234172333,False,False,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.06484100276023744,-0.14115666109115915,False,False,30.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.04913194444444441,-0.1421642258867831,False,False,30.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.038420466457023045,-0.14066160246091824,False,False,30.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.057095788799821856,-0.14086446606847114,False,False,30.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.04528301886792452,-0.14169611852076247,False,False,30.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.03584905660377358,-0.13109855227406075,False,False,30.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.045851551588024536,-0.14163622747357932,False,False,30.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.0376610860610109,-0.13174709703487222,False,False,30.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.031849747474747475,-0.12992442316270866,False,False,30.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.06327394372077488,-0.14096623742571365,False,False,100.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.04849699398797597,-0.14262617813342596,False,False,100.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.0374749498997996,-0.1417379557888646,False,False,100.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.056616876310272526,-0.14051879714126145,False,False,100.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.043271264751725685,-0.14163973592197512,False,False,100.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.034325864779874204,-0.13048183228554805,False,False,100.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.04359883288589758,-0.1404435178104811,False,False,100.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.035791026497439316,-0.13154996380208137,False,False,100.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,D,0.029797235324947574,-0.1252289467527142,True,False,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,E,0.1726720328282828,-0.16585222011458065,False,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,E,0.11862467072509798,-0.18030188043499226,False,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,E,0.10435248713550599,-0.1638352410210437,False,False,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,E,0.09284591194968551,-0.15116539800706563,False,False,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,E,0.08270864645958582,-0.14601105373234688,False,False,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,E,0.07681964098532493,-0.14433913473415494,False,False,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.3,,,,,,,,,,,,,,,,,E,0.07354709418837674,-0.14431977661753176,True,False,,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.06761006289308175,-0.12890392769475675,False,False,10.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.04383680555555555,-0.10546614327717813,False,False,10.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.03211805555555558,-0.0922203367647331,False,False,10.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.05533288799821867,-0.10970835553857514,False,False,10.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.03676624081496324,-0.08714335262306627,False,False,10.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.02885197478289911,-0.07998049547452234,False,False,10.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.03676624081496324,-0.09821431862022935,False,False,10.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.02671243686868685,-0.09131095371521848,False,False,10.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.021527331392344445,-0.09522543877751197,True,False,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.06698727315742597,-0.11657460214455234,False,False,30.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.04552601486563751,-0.1185778948559506,False,False,30.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.034341052029731284,-0.10448396307214777,False,False,30.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.05489886022044088,-0.1196984706620505,False,False,30.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.039078156312625234,-0.10466829207422401,False,False,30.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.030722034346470695,-0.09431022191490668,False,False,30.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.03919316620662708,-0.10625363195595179,False,False,30.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.031156062124248485,-0.09540677680453458,False,False,30.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.023511202830188677,-0.09735417544813058,False,False,30.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.06698727315742597,-0.11746684792408166,False,False,100.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.04552601486563751,-0.11974511599429122,False,False,100.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.034090909090909116,-0.10415575875864952,False,False,100.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.053282665960852515,-0.11946522824429362,False,False,100.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.039078156312625234,-0.10512740934303379,False,False,100.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.030342487373737348,-0.09509021086115696,False,False,100.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.03919316620662708,-0.10490818238841088,False,False,100.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.031156062124248485,-0.0948208608582063,False,False,100.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,D,0.024677827877978203,-0.09475471737202633,False,False,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,E,0.19844896488469602,-0.14849017560096112,False,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,E,0.13453223270440254,-0.14634442275235734,False,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,E,0.11400316355982404,-0.1298741568817035,False,False,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,E,0.10368653974615899,-0.12718743922869677,False,False,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,E,0.09469696969696972,-0.1259286698254723,False,False,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperparameters,,0.5,,,,,,,,,,,,,,,,,E,0.0876736111111111,-0.12532827087529558,False,False,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
