seq,frame,v_ego_centred,v_ego_causal,first_frame,window_s
scene-0004,25,9.079794161865191,9.12189525694244,0,0.4998791217803955
scene-0004,26,8.928911020459841,9.037813159875167,0,0.5004639625549316
scene-0004,27,8.680056289310594,8.819873883551042,0,0.4998350143432617
scene-0004,28,8.556532364119423,8.540266752378159,0,0.4999349117279053
scene-0004,29,8.55580526235547,8.57281687526315,0,0.4998180866241455
scene-0004,30,8.56956320724927,8.534567706881177,0,0.4003579616546631
scene-0004,31,8.686074351481384,8.597561605823756,0,0.500420093536377
scene-0004,32,8.747515514336731,8.774681897441921,0,0.49988484382629395
scene-0004,33,8.74988924337514,8.720356623390522,0,0.4998760223388672
scene-0004,34,8.84542081910465,8.774953057207924,0,0.6005110740661621
scene-0004,35,8.940179824609109,8.930409599872453,0,0.5004129409790039
scene-0004,36,9.049200372003078,8.949970103354545,0,0.5004360675811768
scene-0004,37,9.197766418322937,9.148743920712416,0,0.49932003021240234
scene-0004,38,9.167370989572984,9.246808262727615,0,0.49932193756103516
scene-0004,39,9.08828842456334,9.08828842456334,0,0.4998788833618164
scene-0005,0,6.875446122915843,0.0,1,0.0
scene-0005,1,6.8353691980142814,6.875446122915843,0,0.550745964050293
scene-0005,2,6.645733673657403,6.787078957209383,0,0.45011091232299805
scene-0005,3,6.388081242491139,6.518707088345158,0,0.49989891052246094
scene-0005,4,6.091611293604556,6.258024124588841,0,0.49986815452575684
scene-0005,5,5.7831393095285994,5.8846571431421335,0,0.3997828960418701
scene-0005,6,5.647362296055242,5.701994692809882,0,0.49987006187438965
scene-0005,7,5.470224173363475,5.59318598054274,0,0.4998750686645508
scene-0005,8,5.377331383090432,5.347880054888646,0,0.5004420280456543
scene-0005,9,5.400063709665313,5.407744257796734,0,0.5004098415374756
scene-0005,10,5.492068639017427,5.393205153207221,0,0.5004510879516602
scene-0005,11,5.6866247074786,5.592201627945648,0,0.4998929500579834
scene-0005,12,5.858508379414009,5.783738907353406,0,0.4993159770965576
scene-0005,13,6.078613189009999,5.935171889811886,0,0.5004191398620605
scene-0005,14,6.329948823193194,6.224471390511453,0,0.4998629093170166
scene-0005,15,6.519200411242231,6.462258853679632,0,0.400393009185791
scene-0005,16,6.601501351032025,6.565058957733456,0,0.49927401542663574
scene-0005,17,6.570446760678248,6.637901013137228,0,0.49988389015197754
scene-0005,18,6.329721786690593,6.503036376867417,0,0.49987101554870605
scene-0005,19,6.0382255092825865,6.156426028271288,0,0.49988508224487305
scene-0005,20,5.770865492104365,5.920180680585471,0,0.5004088878631592
scene-0005,21,5.488484521521452,5.6212327244025255,0,0.4993431568145752
scene-0005,22,5.216881887851757,5.356024082176271,0,0.5004239082336426
scene-0005,23,4.854086506109318,5.077629041672157,0,0.49990200996398926
scene-0005,24,4.452699574999122,4.605890733951182,0,0.4500880241394043
scene-0005,25,4.110971465770503,4.327414025276926,0,0.550184965133667
scene-0005,26,3.732874905399942,3.873032522916044,0,0.5004580020904541
scene-0005,27,3.3861904898071793,3.5927378175878157,0,0.5004091262817383
scene-0005,28,2.9791930969780975,3.1794210023985765,0,0.49987101554870605
scene-0005,29,2.76892781574473,2.7789839868434107,0,0.4998929500579834
scene-0005,30,2.6154533736071404,2.758894540831631,0,0.5004220008850098
scene-0005,31,2.3743221877353453,2.47200961013302,0,0.5004129409790039
scene-0005,32,2.1756393958278073,2.2654787178910754,0,0.4490010738372803
scene-0005,33,2.0340778732485276,2.094948835560187,0,0.4998788833618164
scene-0005,34,1.897723716376092,1.973217851750277,0,0.49988508224487305
scene-0005,35,1.7454109871542574,1.8222710451612776,0,0.4998610019683838
scene-0005,36,1.630134743979465,1.6689479523089328,0,0.5004289150238037
scene-0005,37,1.4891772592260126,1.5916230244165195,0,0.4999101161956787
scene-0005,38,1.4114824570900508,1.4114824570900508,0,0.650256872177124
scene-0006,0,9.982967547641364,0.0,1,0.0
scene-0006,1,9.750674025503669,9.982967547641364,0,0.4998598098754883
scene-0006,2,9.368485341195113,9.518670992770293,0,0.5004520416259766
scene-0006,3,8.903727193337996,9.217985991048412,0,0.49932003021240234
scene-0006,4,8.48186109514895,8.590174379470913,0,0.5004119873046875
scene-0006,5,8.15840262038522,8.37346515233699,0,0.49987101554870605
scene-0006,6,7.711027321902271,7.943587475494498,0,0.5004289150238037
scene-0006,7,7.2722648109862345,7.452547018609875,0,0.4501051902770996
scene-0006,8,7.022038521169073,7.109756717683787,0,0.4993259906768799
scene-0006,9,6.817369755204175,6.942361849561132,0,0.5496480464935303
scene-0006,10,6.560243930643724,6.680247266032494,0,0.501011848449707
scene-0006,11,6.144212640416865,6.440083147874015,0,0.499845027923584
scene-0006,12,5.607323586539282,5.848604443044928,0,0.4998791217803955
scene-0006,13,5.118187058170091,5.366733675847135,0,0.5004367828369141
scene-0006,14,4.566226056986796,4.869224867344065,0,0.4993271827697754
scene-0006,15,4.0045013354048455,4.264443191318743,0,0.49985790252685547
scene-0006,16,3.704983185632037,3.746128479852371,0,0.49988293647766113
scene-0006,17,3.6738093418737834,3.6661667036782926,0,0.4998931884765625
scene-0006,18,3.6442642115506745,3.684020230674998,0,0.49986886978149414
scene-0006,19,3.694980941261671,3.606636643070639,0,0.49988698959350586
scene-0006,20,3.9218899130996525,3.7834137936324943,0,0.4998481273651123
scene-0006,21,4.146778346334811,4.060652894030705,0,0.49987196922302246
scene-0006,22,4.293331030860014,4.235124564058646,0,0.5004379749298096
scene-0006,23,4.370672847253969,4.363143957628012,0,0.45012998580932617
scene-0006,24,4.422390718902608,4.384129737357279,0,0.549623966217041
scene-0006,25,4.476726631291752,4.475745535820738,0,0.500420093536377
scene-0006,26,4.428058168557986,4.483338601258153,0,0.4999058246612549
scene-0006,27,4.3246229591019585,4.374991759271802,0,0.49986815452575684
scene-0006,28,4.209810191961287,4.269764673812072,0,0.45064496994018555
scene-0006,29,3.9933169920991127,4.156790982482977,0,0.5004310607910156
scene-0006,30,3.8517990109367704,3.8312626978104567,0,0.5004279613494873
scene-0006,31,3.852297611598836,3.876493581887159,0,0.4993300437927246
scene-0006,32,3.767344138715243,3.8356639332065585,0,0.499863862991333
scene-0006,33,3.6170366867206583,3.7170088353352537,0,0.4999110698699951
scene-0006,34,3.6122473860266955,3.5483410383710066,0,0.5501608848571777
scene-0006,35,3.6822795713201777,3.7173328553493015,0,0.4495711326599121
scene-0006,36,3.5342601475505004,3.6834973697821423,0,0.49987006187438965
scene-0006,37,3.347085091309601,3.435289886516304,0,0.5501918792724609
scene-0006,38,3.148738707829879,3.2858759029992872,0,0.5004560947418213
scene-0006,39,3.026495024467421,3.026495024467421,0,0.4993159770965576
scene-0007,0,5.278698368464239,0.0,1,0.0
scene-0007,1,5.476685449778504,5.278698368464239,0,0.4998760223388672
scene-0007,2,5.8273909827505195,5.674454554666907,0,0.5004401206970215
scene-0007,3,6.112822051894818,5.980509374755562,0,0.49989986419677734
scene-0007,4,6.380421784482806,6.245004940542437,0,0.5003950595855713
scene-0007,5,6.663993616527768,6.516001980353264,0,0.4998750686645508
scene-0007,6,6.947338239837077,6.811856858434023,0,0.5004258155822754
scene-0007,7,7.052899291644274,7.060445350465299,0,0.5994272232055664
scene-0007,8,7.025135619425644,7.043851167981715,0,0.49988389015197754
scene-0007,9,6.845647391634043,7.008124884817669,0,0.5496199131011963
scene-0007,10,6.395869612356352,6.666610167569739,0,0.49877405166625977
scene-0007,11,5.842374367468974,6.125445107816815,0,0.49931907653808594
scene-0007,12,5.225427002220327,5.5599348747156485,0,0.5004339218139648
scene-0007,13,4.686038189298893,4.946419817399905,0,0.599959135055542
scene-0007,14,4.101676323437926,4.373884213382179,0,0.5004208087921143
scene-0007,15,3.5958938041498003,3.82977778752747,0,0.5009901523590088
scene-0007,16,3.129444416689323,3.3617883925823495,0,0.500450849533081
scene-0007,17,2.693858997195099,2.838585790519004,0,0.3997671604156494
scene-0007,18,2.5558059113859444,2.5783501084429123,0,0.4999120235443115
scene-0007,19,2.4971615253737687,2.534343067977327,0,0.5003979206085205
scene-0007,20,2.4701886780271796,2.459010930542507,0,0.4501230716705322
scene-0007,21,2.4965423622601066,2.4865103442882934,0,0.49988794326782227
scene-0007,22,2.5784045142140557,2.5198118259970492,0,0.5003988742828369
scene-0007,23,2.711692560174509,2.6569043098715084,0,0.4993171691894531
scene-0007,24,2.9659193385664486,2.7968555141841174,0,0.500452995300293
scene-0007,25,3.467991434742086,3.1624819643016933,0,0.500403881072998
scene-0007,26,4.094605597696432,3.779906108710642,0,0.5004520416259766
scene-0007,27,4.660926653790614,4.409735492983081,0,0.49987196922302246
scene-0007,28,5.100052056795607,4.8896992711530025,0,0.5490779876708984
scene-0007,29,5.604266939010597,5.3317663894249385,0,0.49932098388671875
scene-0007,30,6.060779560660367,5.877128474058658,0,0.49987316131591797
scene-0007,31,6.42998661319856,6.2451196901883534,0,0.49932289123535156
scene-0007,32,6.701986828080409,6.615232160689333,0,0.4998791217803955
scene-0007,33,6.8905289094434545,6.798509566505595,0,0.4501378536224365
scene-0007,34,7.086797365168203,6.965969712716099,0,0.5507159233093262
scene-0007,35,7.315156365158256,7.234807436102671,0,0.4501490592956543
scene-0007,36,7.3551013911651095,7.38759099713566,0,0.49985599517822266
scene-0007,37,7.238601753200848,7.322872130177839,0,0.5004229545593262
scene-0007,38,7.154237170349787,7.154237170349787,0,0.4998641014099121
scene-0008,0,7.198106918586809,0.0,1,0.0
scene-0008,1,7.2037260749330185,7.198106918586809,0,0.49989891052246094
scene-0008,2,7.253122953189972,7.20934052388651,0,0.5004439353942871
scene-0008,3,7.293134626639296,7.296962346660588,0,0.49983811378479004
scene-0008,4,7.301955623344737,7.289418024516126,0,0.499891996383667
scene-0008,5,7.360989062490861,7.314494380134291,0,0.4998748302459717
scene-0008,6,7.436681596585618,7.407535060827903,0,0.49988508224487305
scene-0008,7,7.5392151497125095,7.46909939009599,0,0.4495511054992676
scene-0008,8,7.582162910302356,7.596653040064038,0,0.5490717887878418
scene-0008,9,7.651402647384032,7.5662337417489605,0,0.4993572235107422
scene-0008,10,7.729783908509927,7.745919828859255,0,0.45007896423339844
scene-0008,11,7.7247876360701335,7.716585322323371,0,0.5502219200134277
scene-0008,12,7.729284015754572,7.733838224337687,0,0.5004069805145264
scene-0008,13,7.6763972863665035,7.724274420108412,0,0.4506981372833252
scene-0008,14,7.5679426300925545,7.633265187143427,0,0.4998319149017334
scene-0008,15,7.363135916285233,7.5026283646868945,0,0.4998800754547119
scene-0008,16,7.065058353463358,7.2238409566875275,0,0.5004270076751709
scene-0008,17,6.710099944355838,6.90611771538992,0,0.49987292289733887
scene-0008,18,6.351337950965789,6.5147884700376695,0,0.5009820461273193
scene-0008,19,6.001564466463002,6.188256881906562,0,0.4999048709869385
scene-0008,20,5.591892556374647,5.770223842274393,0,0.3992180824279785
scene-0008,21,5.111093896700822,5.417697983810027,0,0.39978790283203125
scene-0008,22,4.531228132669729,4.872428985880206,0,0.4998781681060791
scene-0008,23,3.9543936174551253,4.20156689729093,0,0.49988889694213867
scene-0008,24,3.4872656321141187,3.7193981552393027,0,0.49988889694213867
scene-0008,25,3.179196959796827,3.269235344101857,0,0.49985408782958984
scene-0008,26,3.091307414373824,3.1008440621634605,0,0.5009810924530029
scene-0008,27,3.0815688862884754,3.094669174180356,0,0.49988293647766113
scene-0008,28,3.1217868333801686,3.0799160223713704,0,0.5004129409790039
scene-0008,29,3.3298756420038993,3.182313587388481,0,0.45013999938964844
scene-0008,30,3.5570281960220695,3.476064640575875,0,0.4998481273651123
scene-0008,31,3.7737860449782805,3.65721638965952,0,0.49932193756103516
scene-0008,32,3.9296296593352293,3.907767446231886,0,0.49987196922302246
scene-0008,33,4.082597393095054,3.975023022651328,0,0.3997929096221924
scene-0008,34,4.305130100791192,4.183885634735917,0,0.5004370212554932
scene-0008,35,4.6485149251517015,4.447885603915391,0,0.5004379749298096
scene-0008,36,5.162618086636652,4.872482581538179,0,0.49988722801208496
scene-0008,37,5.743922069963275,5.475191149300137,0,0.5003969669342041
scene-0008,38,6.3205419178775175,6.022239960450204,0,0.5010199546813965
scene-0008,39,6.621046996365264,6.621046996365264,0,0.5003900527954102
scene-0009,0,8.198349281339459,0.0,1,0.0
scene-0009,1,8.487841556205545,8.198349281339459,0,0.45013904571533203
scene-0009,2,8.87691423471742,8.748860133787048,0,0.49932217597961426
scene-0009,3,9.165162509304533,9.004981218049101,0,0.4993128776550293
scene-0009,4,9.498935569935986,9.365529748599489,0,0.39924001693725586
scene-0009,5,9.69004943986366,9.605607741243126,0,0.4993009567260742
scene-0009,6,9.85986493758602,9.774468190842274,0,0.4998891353607178
scene-0009,7,10.017788056435151,9.945303446723267,0,0.4998798370361328
scene-0009,8,10.06119597195334,10.090193036805108,0,0.5004370212554932
scene-0009,9,10.166187685240862,10.032222316261786,0,0.5004470348358154
scene-0009,10,10.332737589452258,10.300481287293465,0,0.4992799758911133
scene-0009,11,10.307277802767727,10.365107814787423,0,0.49988794326782227
scene-0009,12,10.104913265492824,10.249579744579506,0,0.5004160404205322
scene-0009,13,9.91103301452486,9.960279010944944,0,0.5004379749298096
scene-0009,14,9.838145649503373,9.86193223537698,0,0.5004329681396484
scene-0009,15,9.697646943656832,9.81442543262865,0,0.5004260540008545
scene-0009,16,9.518562665577972,9.580750581369118,0,0.4998819828033447
scene-0009,17,9.42241770190729,9.456504881849321,0,0.5004279613494873
scene-0009,18,9.392323862997783,9.388308090345598,0,0.4998772144317627
scene-0009,19,9.433175793248944,9.39635184163443,0,0.49987101554870605
scene-0009,20,9.437931300095409,9.470000388407902,0,0.49986696243286133
scene-0009,21,9.491492110658111,9.405829237878608,0,0.4993250370025635
scene-0009,22,9.569799555818891,9.577152495143414,0,0.4993398189544678
scene-0009,23,9.610652863074884,9.562471909462129,0,0.4998619556427002
scene-0009,24,9.770032201039644,9.65878069729671,0,0.5004560947418213
scene-0009,25,9.93867643602187,9.881427315850782,0,0.49984002113342285
scene-0009,26,9.997632110663629,9.99595890631187,0,0.4998800754547119
scene-0009,27,10.145756900474568,9.999308061942479,0,0.5004258155822754
scene-0009,28,10.302090489553056,10.292386188133433,0,0.49988412857055664
scene-0009,29,10.255329462646447,10.31422642836889,0,0.3997828960418701
scene-0009,30,10.16460154181405,10.208235000727202,0,0.4998791217803955
scene-0009,31,10.04303720131448,10.121049461237922,0,0.5004310607910156
scene-0009,32,9.840978770391116,9.964961238982621,0,0.4998939037322998
scene-0009,33,9.666123062690104,9.71732317545589,0,0.5009660720825195
scene-0009,34,9.5640169728091,9.614814347097274,0,0.49988484382629395
scene-0009,35,9.378703797078224,9.51321774223184,0,0.4998641014099121
scene-0009,36,9.173991063489593,9.229348643409663,0,0.4501190185546875
scene-0009,37,8.976772479412118,9.124231751332452,0,0.5004310607910156
scene-0009,38,8.560694842510134,8.82948038532506,0,0.500993013381958
scene-0009,39,8.291306107110456,8.291306107110456,0,0.49987077713012695
scene-0010,0,5.138084520941643,0.0,1,0.0
scene-0010,1,5.31028364018778,5.138084520941643,0,0.4993250370025635
scene-0010,2,5.6509096200502835,5.510686824404729,0,0.4993400573730469
scene-0010,3,6.057730957768283,5.802551451397257,0,0.5009629726409912
scene-0010,4,6.523634193744735,6.316376471262005,0,0.5009949207305908
scene-0010,5,6.976272953050985,6.731618213332706,0,0.5010089874267578
scene-0010,6,7.4049960739366885,7.221414154829475,0,0.5004110336303711
scene-0010,7,7.780450946627895,7.5888106538388325,0,0.4998800754547119
scene-0010,8,8.27982419495198,7.972109010742065,0,0.4998738765716553
scene-0010,9,8.78582054400572,8.58723848721617,0,0.5004119873046875
scene-0010,10,9.102601103280307,8.984444496569802,0,0.5004770755767822
scene-0010,11,9.38550862991778,9.220892140248658,0,0.5004291534423828
scene-0010,12,9.692975185400947,9.550316237171767,0,0.4998488426208496
scene-0010,13,9.858652068219937,9.835748755387481,0,0.49988293647766113
scene-0010,14,10.013466384116597,9.881646647245656,0,0.4988071918487549
scene-0010,15,10.18028253823983,10.145007061045012,0,0.4998769760131836
scene-0010,16,10.247566204314461,10.215561446343267,0,0.4998300075531006
scene-0010,17,10.263603091737123,10.279610983346899,0,0.4998610019683838
scene-0010,18,10.275287329909107,10.247662043818357,0,0.49990296363830566
scene-0010,19,10.389499145063427,10.302927540639612,0,0.49985694885253906
scene-0010,20,10.461084923951748,10.476127558508889,0,0.49988603591918945
scene-0010,21,10.395809769524325,10.44604388741283,0,0.49987292289733887
scene-0010,22,10.38445487433446,10.34564558133398,0,0.5004260540008545
scene-0010,23,10.458637631107335,10.423318358168423,0,0.4998750686645508
scene-0010,24,10.42249670380214,10.493880976688283,0,0.5009770393371582
scene-0010,25,10.289175118776583,10.351047733766718,0,0.5004279613494873
scene-0010,26,10.127599297091344,10.227328040852242,0,0.5004379749298096
scene-0010,27,9.920229590867072,10.027645852765735,0,0.4993128776550293
scene-0010,28,9.652311853074025,9.786155739137273,0,0.39981603622436523
scene-0010,29,9.459448527326922,9.545134321816969,0,0.49928903579711914
scene-0010,30,9.299671404665819,9.374063869548916,0,0.500438928604126
scene-0010,31,9.18468759661663,9.226126651107647,0,0.4999110698699951
scene-0010,32,9.112137352012475,9.14513869871266,0,0.4993119239807129
scene-0010,33,9.052364034358533,9.080805271755068,0,0.4998440742492676
scene-0010,34,9.106287924773302,9.024889202393247,0,0.499330997467041
scene-0010,35,9.197884333376482,9.187551664054217,0,0.5004229545593262
scene-0010,36,9.291850292636601,9.208794843301265,0,0.499891996383667
scene-0010,37,9.460707406188057,9.377902118176348,0,0.5004291534423828
