seq,frame,sample_token
scene-0004,27,56df6efe8be541c5b36768babe32f027
scene-0004,28,630afa548ead41a48f53e6fb511b65ce
scene-0004,29,7f96fc627076498587e3b025f66e41ed
scene-0004,30,015a6df7ed1846f9983d0a40005f2d8b
scene-0004,31,1668a4bb60384871aded3c88973dee31
scene-0004,32,520d400e8b8f4fc5a4e8a59909a23e83
scene-0004,33,5f347e6ac6614106950a068bd581876d
scene-0004,34,73698638611b4a239dc1cd952921fdd3
scene-0004,35,503f1deac86d4a4dafcb2956595bdbdb
scene-0004,36,cecaca2ac01247418b6b6583e4987d8f
scene-0004,37,8267e4f69d674315a7ff3d0ba1b5d1b4
scene-0004,38,fd15042e2267468dbbf7ac96c01f829e
scene-0004,39,5ece1620df164d8b9e8867a9ae1d38b0
scene-0005,0,633212bb7ffa4953ac240019c9de2414
scene-0005,1,7411e03b5a1c47f794e20dac620d6bd2
scene-0005,2,9f3ef9d1ec7345e4a52628b8ea64abae
scene-0005,3,43204cf8a24e4e42af7b7048cf1ebc43
scene-0005,4,47d7743e515b4dc8aca1e81e08776cd0
scene-0005,5,0744a7e052bb4d008837e7344628b08b
scene-0005,6,3477ca40271d4002aa9a0330b98a2faa
scene-0005,7,e98c37beff2b4b5bae2b01fc3a9d9e52
scene-0005,8,c6ae5f75e4dc4a26a231af23d78666ea
scene-0005,9,9f7b9f0c30174ff1979dc38f5ae92766
scene-0005,10,26642e465b5e41ee981d735021a77636
scene-0005,11,48dab641b0de4a018ec7d03e895c0dee
scene-0005,12,f997cd67c185454aae80acf795175ba1
scene-0005,13,05fa079df9534a328040c0dd2ba2103d
scene-0005,14,e9ba3027b8cf473c9a153c39f938ef84
scene-0005,15,ad3a4187e72e4a29b2281c2fe1adfc4d
scene-0005,16,87227634bd5f47f58e24ee91bbabdba7
scene-0005,17,64f82a78b5ba4418a94a8a5c75877a3c
scene-0005,18,09021dd29bdc4c1c9eb834204f34197b
scene-0005,19,09b340295e3f47a1960c088a1aec3062
scene-0005,20,64019ba466cb417a94e2f147e3a1bbdd
scene-0005,21,501cd7d1cd6c4540800f503172a97b73
scene-0005,22,27dddc29f2bc45dfbd920fd26289a4ca
scene-0005,23,674a70e36a484747bea591020acf9cd7
scene-0005,24,3d56ba0e8de24cc58222f769c8da7f14
scene-0005,25,2c8a728fe9914944964a694720d7785c
scene-0005,26,1be00ab59d1d4244ad5e5b848ea4c3a3
scene-0005,27,3c7da1a3dd7c4e68b0d72e1b1ab256ac
scene-0005,28,4a6dcf32c2494929bb6922ec8d99b80e
scene-0005,29,eef2dd01e2994d8b8f906b699d2692bc
scene-0005,30,1fe92624dcb54dd8b6a47537d8aa1ba9
scene-0005,31,c7d6f75b5fee449da89400f83c46d2fa
scene-0005,32,47c5e4664f9e447885dea392a7fe33a4
scene-0005,33,aac1f1bc8f8b4986a51e93f654b8fc76
scene-0005,34,6987fe9e78a4437c9ca72aa98dcb7afc
scene-0005,35,888e3d51ee0a4348907a37b90fd940f8
scene-0005,36,616604601309474db9dbd30e28705c51
scene-0005,37,a023e0a40ba6420193470ccc4625716d
scene-0005,38,28931837b96340ba84823cd4c6845780
scene-0006,0,7ba9d78d92914fd5a204d3bc1233bd4e
scene-0006,1,7cd4d6bcc3ec4969a70ccc2ace6880bc
scene-0006,2,f347756c093b4c8b951fac2ec3d94160
scene-0006,3,fa244f31dbf94b8896bc778006e2c959
scene-0006,4,8177ec02c79340fb9021cc86feec3d74
scene-0006,5,773958eccb29489b89410d9c52579a93
scene-0006,6,81a0b7e1553a42a7a77ecfbb423df537
scene-0006,7,9f8df89dfa2d4eb88c79158412b5620c
scene-0006,8,aa7c3702f1bf4c42aff7bb5159a25a53
scene-0006,9,70d6fbed8dad47a3994af9e6e12f34b9
scene-0006,10,27a90215d20b449a83e8b387f3cc0cb5
scene-0006,11,b1e4fb756521459da814aea7ba00e6d6
scene-0006,12,8f7e389977e94c0b82e899e3eb0d0d09
scene-0006,13,d025f6b3b89c42a9b06189cce52b9314
scene-0006,14,a781611242fd4ddd8a918f0149f74430
scene-0006,15,ec8884066f45467cbb624ad51520eb9b
scene-0006,16,d2c11bf01ce94ed598e947269852c1e6
scene-0006,17,5b0d75842bb1488c8a860726560cd9c1
scene-0006,18,dba472287e2046e083b75f0420793f8b
scene-0006,19,3ce8a6b53e2a4ea08c77e76b1c75a2e9
scene-0006,20,09c012e5bcd54afa8968abf07bcdbf00
scene-0006,21,e87acf68070446c3a396571d68c181a8
scene-0006,22,cc19adcc77424fb2b3a89dd5c675f28c
scene-0006,23,e25bf7049d2c403098e8a105798b02f3
scene-0006,24,b44d321468084ecc9ff991a52608c01b
scene-0006,25,bfcbde973bdb4e81b7c96aab71c0b65f
scene-0006,26,4eba00e1c0cb4fd7a7571c08c542d376
scene-0006,27,bb851eec70624384a293050f49d00a10
scene-0006,28,780d51b2c9be4c8b98b52e0eb7d3ca36
scene-0006,29,77280b3c7a44441c87480e1e2e4554f3
scene-0006,30,c1d4b38ae6db4192b6b82de121e59fbc
scene-0006,31,66fa05f640b84787a630a891ab8e5d22
scene-0006,32,b333486b171e4f24ba0ddfce7360748a
scene-0006,33,d87502191a694901b4fed7e13b5a2ede
scene-0006,34,536c2a1199ac4b20bcb1e06484317ea5
scene-0006,35,b0e70b69900244a2a36d0f5355d8a4ef
scene-0006,36,9a09d98e34b043899c6827f8782dd582
scene-0006,37,e5ffacbed122470a856869449784e922
scene-0006,38,825a78d231eb472a8538e20f86bae562
scene-0006,39,93c29cde985a47adaabe3402522dce76
scene-0007,0,568df10a9f1b48ca8f79b4b534e28b54
scene-0007,1,cc897b6dcd8b4008aaefd8fdf9c93077
scene-0007,2,f8a9493fb4224e38a90df10d8412b2c8
scene-0007,3,4a4d37eb14c442b7957d30d566387f0a
scene-0007,4,f7fa3775fc39451f8f53b972341de107
scene-0007,5,0d12459cd86a4e6a87b48b779d9e3469
scene-0007,6,bff71490972b4bb48657dc23eda191fd
scene-0007,7,2a58cd69b34d4f0f92753ef84f02e2c8
scene-0007,8,caa8e8a97e0448fc990115777e5b5a48
scene-0007,9,5da7a86fabd64f899c9f60d9c72e09e7
scene-0007,10,7ece2f38911e40128a2f8f06a2f14ae2
scene-0007,11,10a87a628ce840bc9709495041166db2
scene-0007,12,2ed4dccaefbc49848cad29bade674344
scene-0007,13,519b85741bad4cb0b8c1164ac46fec6e
scene-0007,14,dc6765726bb343dc9e41134e0fdaa784
scene-0007,15,3f5da297339948158ca0366aada42af3
scene-0007,16,ddbc7b3a498647389c469e8670d3aa0d
scene-0007,17,561267202fe2417ba38f62cba6561b44
scene-0007,18,b0394142d25c429ca6f850560b8a36fe
scene-0007,19,dbac6525f76949fa9d32d9e093d57137
scene-0007,20,58494ec3aae248eeaa6189447a011b1e
scene-0007,21,d8cfd78508014cc280fde1f41a06c838
scene-0007,22,939194a5788e421faa6aab68cb86e6e8
scene-0007,23,5c7463b0fb974be7bd2fd8c8f19c026b
scene-0007,24,c7c9643529d24492ad86130c38938c7f
scene-0007,25,f029d11604f147d4901c0ffb735b7cad
scene-0007,26,efa6d756840c43388dd78ce4aada94ff
scene-0007,27,45da3d8c87244cfb9ffd1ac8d94f4044
scene-0007,28,e91791ac6b9143489ff9a7d787603c74
scene-0007,29,aff1f09a4fcd4834af3d0fec9bc09bde
scene-0007,30,f5ec1478983e4099be5e87c5eccece03
scene-0007,31,5e31acf29f044d3fbf1328e1c7f87918
scene-0007,32,b73f94a326084d15820256766cd7fe0a
scene-0007,33,050338e5f60f4381a6c5436488a24139
scene-0007,34,e3290d4a044c4c7eb89df7cd36464fe3
scene-0007,35,c434770831e9478d8ae23aa713c0b84b
scene-0007,36,7f2b49351d544a6693051a3e834d05aa
scene-0007,37,33639e8f9d974fd58999e9b9a619b2a1
scene-0007,38,53848df7ecbb4d9796135c43576eb054
scene-0008,0,cb58ac9c08e244d3a96feb126da39d0f
scene-0008,1,8e91794be2c14d3ab17bd14e342daf79
scene-0008,2,1912f794c8674817b24675985ea9388c
scene-0008,3,1e3d0bc68d0c493f963988f60bf5fb41
scene-0008,4,8b45ac47d0594c76866434e1cfdb6f22
scene-0008,5,a417c63ec6f345cf87e84f9386dd6ebc
scene-0008,6,4485c3d95f514d6cb9e9efd76bd4ab18
scene-0008,7,3fe32969f0ad4047957388a691e34a6b
scene-0008,8,40499ed2eb6744e09abf2cd59ca11975
scene-0008,9,9ee444215a7140a8b260791711055a29
scene-0008,10,075ea49415a6494a8ad61054226f9f1c
scene-0008,11,bc6eda798d04456694074adfe5d25967
scene-0008,12,dc4b452d19d541db921337d1bf3f9b3a
scene-0008,13,d4a63835cb5b4477bf2606ed5502ae92
scene-0008,14,dfc99c40bf764352a881af7be5e4ac29
scene-0008,15,70026bd792b44ec0a70fd7c75a267c28
scene-0008,16,3c05f5fffb714dbcab7e283980e57858
scene-0008,17,a8b69e5c2c8c4084a6a32618e8713e4d
scene-0008,18,c426ca002bcf4c70b688b5d406780106
scene-0008,19,cc8c924c3d1e45c79a3fa4de19060baa
scene-0008,20,67dee47149064324afa53e134fa40cf9
scene-0008,21,0455b852008c4b38be278c2e7401cc08
scene-0008,22,9a7a1a2f40534959800512ecf3c3f132
scene-0008,23,66ad5282ecf24b2990cd9942744288b0
scene-0008,24,e6193e39dd774d00901c1c9762b09cd8
scene-0008,25,4a40e25d4566496db0227c4eaefabb06
scene-0008,26,b2f8b7218bdf434db510621dede0fec4
scene-0008,27,b81e52b232ba4c59aeaeced962b202f0
scene-0008,28,f5a7f03d09ac43d8b124348d33e68d2f
scene-0008,29,250567bed6a74e65af339941b8beb48f
scene-0008,30,b3a4211a964a45c5b3e706de30c7fcf1
scene-0008,31,7f905d3578cf4e15bac0a362251ed74a
scene-0008,32,11276f3ed7204ff3bdce357465552c58
scene-0008,33,48ffb16d3f23457d8551dd495c7db4da
scene-0008,34,2f90220427164f7fb46ac0306214b7f5
scene-0008,35,eb61f1ac22c2471a8c0720c01541b195
scene-0008,36,d0d110615cce4995982adc9eda10423f
scene-0008,37,c5ff84ecaa0a452aa228d36ead83198c
scene-0008,38,35d1def0af9841dc929f284270c67c7f
scene-0008,39,e7fdedf7efcc430aa0985791dfb4f98f
scene-0009,0,29a1e9bcb75740479cd5acdfa88b2cfd
scene-0009,1,0976bf335f734fa3ba456f77342837b0
scene-0009,2,b1b94622b5db4a66b2eb01b3608122e1
scene-0009,3,337a86934b9a46a99cd1ceb489939c02
scene-0009,4,1076169d8ae84fbca5f00a397aea73e8
scene-0009,5,69d132937efa411399801c94e2d149ee
scene-0009,6,75b5ebc0c19c4755899974e96055f705
scene-0009,7,a7bb7929ec0240268e34ca312e4d8881
scene-0009,8,dbf2877ef5314d679ca75cd99079bb61
scene-0009,9,1a2beb30f34247c79283f07128ebdab7
scene-0009,10,706d7015b80d4329b80d4a8c52139ab4
scene-0009,11,696f7f3c2ef2441396b803971ed5c07c
scene-0009,12,bb0cfd86c75841aabdec3ac10ceff907
scene-0009,13,5b5ebee8cf0f49ddba2e59a8227ead1a
scene-0009,14,ff86307232204acc9c4b01a9031124be
scene-0009,15,44e7518683e543049a19f9785ca8980a
scene-0009,16,65b7811ca02e43f4a9c6b562eda11ff1
scene-0009,17,a8dc966ae57440da9be82ac8ff5a9a58
scene-0009,18,d8457f76e94f43419a55ca49c51d1763
scene-0009,19,473f9f706bc34cdbb6291695c708c43c
scene-0009,20,4f23e318231b402690dbbdcea385acc3
scene-0009,21,bccbb6ae62b74684bb4d86e61833c9d9
scene-0009,22,12900de6be624b15b11f08125b9aa555
scene-0009,23,1a5510a816474f1aa0961681f8eab34d
scene-0009,24,a3c6db2751a54c8590c4d8241e01ac8c
scene-0009,25,0c10b2165f86467dae3b2d30516726e3
scene-0009,26,e0b3ca4766254e37b3453bcd5a71f5b6
scene-0009,27,1e826ac20baa41bbbe2046b14897e618
scene-0009,28,7d25b827b18c40358656d2b30f3dd64e
scene-0009,29,7381046329d9409c9d9bdd2cfaee9c5d
scene-0009,30,dbca86d691bf4806a5e56a263e269b54
scene-0009,31,65d0f0aee78e4c129d43be974ad923d3
scene-0009,32,6a4e441c5edc4729ab3008ba10eb611b
scene-0009,33,f6755e337492456ea351e9deef4ad09e
scene-0009,34,6611ad2d1fe44459b9a1bad7d64fd55b
scene-0009,35,d268a43cf24e4505b745f17586482b6f
scene-0009,36,f6852782270444be9c4d792100c064d0
scene-0009,37,ee8dfd96ccc447728939cef0bd5425b2
scene-0009,38,e429a73092fb4cf78dfc268247f3d7cc
scene-0009,39,9b5b6ccd74d44b519794b2a49c6d8806
scene-0010,0,9872af6e56ba49e39c7529fb3bbd63ce
scene-0010,1,8bc7b94bfe134f27bf65526ca23ba1bc
scene-0010,2,4387a9ecb3ed42fcbb95149249ee1da1
scene-0010,3,04fdfebbf5a041edac1db9097a7e82e6
scene-0010,4,509eb9216c45423192fa718058acfb97
scene-0010,5,540148e6f2dc42a2a2067d0278053664
scene-0010,6,71ad8e55997f4e8ebf2fef20e46eded2
scene-0010,7,0f160877acfe48379c9ee87ca96a86f7
scene-0010,8,055a989050974ba7b20ef264acfab0d7
scene-0010,9,c990d768d95040f2afa5393f92eb5cf4
scene-0010,10,3d367131d9d54495ad981f01e38677c8
scene-0010,11,0799ca6861ca490da7cace1abdf66dab
scene-0010,12,165ea83183ee455e9cc4cd86bdb899ce
scene-0010,13,60b825afd7ae4e4199069130109ea025
scene-0010,14,d9cc4597ea5c444ebd14c4bf2042213f
scene-0010,15,c81e6fd5a070468e9af4ee725c342205
scene-0010,16,79013ac40395493ca00ed73024f63c5c
scene-0010,17,322808c30cb7435e82b759a6ff4ad0fc
scene-0010,18,cbcac8a74cca426ba7f4db62ca09aefd
scene-0010,19,a7e795e212e94d0db7215bae41556a30
scene-0010,20,a0e65e293c764ccb9aeb8e6f446db631
scene-0010,21,e6360520926f48d78214980e55042889
scene-0010,22,65e33f94a2bf4a9a8daa6e537d2aaec5
scene-0010,23,9f1587258b82498a84fe96ef52a3521a
scene-0010,24,aec93c9e494249018012c9f161498f0a
scene-0010,25,8e3bba72c8a54307a9b2994fcf140d71
scene-0010,26,6470f7137b9a44c396c41a09ca5ea56b
scene-0010,27,f420e4f04e314c7ebfbf7cb798afbacc
scene-0010,28,6fa363a1c7fc4aa2aefb9ebc5cd1d343
scene-0010,29,175e722f343f40398151b03853044719
scene-0010,30,c8163885fad8494d83e35d8dea5a7cf0
scene-0010,31,a72ae02b18c9460b9e7c0d71ddc499a0
scene-0010,32,05334c5d74b349798d1fc8bd51d64501
scene-0010,33,6b0bc69ad63e4480ae6dc8616d0933a9
scene-0010,34,9f6791b5542f4cd0a7ac742a0c7147ec
scene-0010,35,94cf5e91efcf473bbfb1ce1ed01e67f3
scene-0010,36,3a6ac4f5b1dc4e339d515bc41f42ffef
scene-0010,37,ea732ade953e42e285eb151d1945860a
scene-0010,38,8ce3f8194c134fd6beee4900a8f1442b
scene-0010,39,38af3c82bc3345d5bb5c681f87d46d16
scene-0011,0,538d60ddf0014c268ee1efbec35289a1
scene-0011,1,19fdea76511c4429a60153a003634ed3
scene-0011,2,cc56c5d940c24c1e9810a49b03611ac5
scene-0011,3,c50fb8dc4c044423ae0798d854102d71
scene-0011,4,f7203153a7654757b0ede063c628efa0
scene-0011,5,16c02b4cb158498886c33bc14e813628
scene-0011,6,b01ad9a9041543058d3b52794acd0ffa
scene-0011,7,a7b4a090f1824674a399e1d9033ea3ef
scene-0011,8,ee7518752037464dbfb74dd11b5b76b1
scene-0011,9,fe95b22c7ed144319f43d0467a43e503
scene-0011,10,84e2c688487a42eba837ca31daf9ef24
scene-0011,11,f63865b7bef54908b12800e1de56cdf4
scene-0011,12,5ccb57df1e03422bbcc9bb0d0db64474
scene-0011,13,daccce045cd14657bb502fddef453bb7
scene-0011,14,9ab13efd6d6f48f7bded33e83f3a5de0
scene-0011,15,17e2c5b3278046ed8b0dfb81871c851a
scene-0011,16,2e9716fce2b5456a97691e7f033ad1ec
scene-0011,17,ec93bc95ec4e4b5382176265969f19a5
scene-0011,18,6bf3216a14194deda5a2e73df826e3e0
scene-0011,19,99f6bb873f054e56a351b6b33324c595
scene-0011,20,7f3d621eec63476a813f7e5cbd396be1
scene-0011,21,5097b77126334fdfb3ed5adcfb8f067b
scene-0011,22,d3edf20a8f97431bbd789e6601875946
scene-0011,23,d443b28ebb464101a9aa2067e1f9faf9
scene-0011,24,179be54cff344422be7dba430320521c
scene-0011,25,007cbcb1390c440fb48baf3478d1b529
scene-0011,26,70f1be9db31549b4ae195cd8588cf3f1
scene-0011,27,e64b7a1c15ca48348f950cef46742d2e
scene-0011,28,b7fec5dd9e114de599f8b12fd4b27a24
scene-0011,29,59af0c1a326946a78223cbfa8f5e7cc1
scene-0011,30,4befbce67d4a4ec2b0fab8a9fdcfe5e9
scene-0011,31,8c4fd6ef54d44533b8ae4ad8e26d1988
scene-0011,32,98123d56442f4e7eb1da67c43a9766d2
scene-0011,33,35611c01697f42f481f23858fc6f1530
scene-0011,34,da7a639adcbf4ce99670208705434757
scene-0011,35,e0c50232a3ee4f0c9da54be3faf20b9a
scene-0011,36,f29035a714f242bb9052aa6804d12be1
scene-0011,37,9f41e46080ea438cb1ff7196fef65244
scene-0011,38,5cb57a8f69a242a9bfcc2043ad486974
scene-0011,39,9fe4ebc85e7d4bd697a956aa3d244e6b
scene-0012,0,88a090c54cc844cc878f00d08274a683
scene-0012,1,5ee110d014374ae093565bba2e81a3fd
scene-0012,2,a6261bd83c5e4e1985012b6c6c51fce0
scene-0012,3,684acda1d78c4a959762df565cba29f5
scene-0012,4,20a871df4033487ab94d4d3b86f69af1
scene-0012,5,c51b9abd585d421b85dbf4a95eec4936
scene-0012,6,893266afc2574e58a5abd0f29b2c1faa
scene-0012,7,3eef3752ea664087a0469a01cbf738a9
scene-0012,8,5dfdf5c61f95420f89b53d65fb28e6cd
scene-0012,9,745713b3baae4ea18de5c74eb4d06bb8
scene-0012,10,d34f2eec80f54b608f9b9d0a86f103bd
scene-0012,11,f33e0c3f5d5c426593af8af1c27b68b8
scene-0012,12,52592f70fce143e59b44da5e2ad06134
scene-0012,13,261e4db3a18c4c23944f61bd6e51cf0c
scene-0012,14,5254163f8fcd4362b6019bbb88dc13ec
scene-0012,15,6269703390624957869e9bc071f16e17
scene-0012,16,dabfb5453ac2454d9806febac44df9f6
scene-0012,17,848d0535939349018c41668705f60469
scene-0012,18,b1bae3685d59491baacad9d09e03becd
scene-0012,19,a2d8604904294c2fb73648830a2604aa
scene-0012,20,114d8a1f9c4a46a5b4fec1e552027213
scene-0012,21,c393232463364bb1ab3f264b12f6694a
scene-0012,22,045ecf94b83648229500b23058af3117
scene-0012,23,6f801059ac9e4220828b59fcf10c7880
scene-0012,24,b76ef036cbaa450fab76e2b42f97d1d6
scene-0012,25,5e8e717247d143a3aa8c3239af723a9f
scene-0012,26,1bf0669e9da34c17a25a6362d8a3b3d1
scene-0012,27,7c3328b43154403cac0991fd6e967de9
